,n_lags,use_holidays,weekly_seasonality,yearly_seasonality,RMSE,MAPE
4,1,False,True,True,6.114925384521484,1.846243362491686
10,4,True,False,True,6.181082248687744,1.848741355391599
9,4,True,True,False,6.177523612976074,1.8563978725186367
6,1,False,False,True,6.164262771606445,1.8637994035267933
29,5,False,True,False,6.371857643127441,1.895942953908852
1,1,True,True,False,6.284301280975342,1.8965029155237636
0,1,True,True,True,6.249756813049316,1.9049831469242182
26,5,True,False,True,6.555876731872559,1.93533296872577
3,1,True,False,False,6.315395832061768,1.9372028871623703
2,1,True,False,True,6.357008934020996,1.9526284218226024
7,1,False,False,False,6.502764701843262,1.9727836862365906
12,4,False,True,True,6.477668762207031,1.9968011608643095
20,13,False,True,True,6.94423770904541,2.0390629787112977
27,5,True,False,False,7.142624378204346,2.116618351430438
28,5,False,True,True,7.154547691345215,2.1558730061656446
22,13,False,False,True,7.868896484375,2.32499845259107
5,1,False,True,False,7.7200469970703125,2.3304194702974192
25,5,True,True,False,8.161267280578613,2.356105934249797
8,4,True,True,True,7.943643093109131,2.3879501204523064
23,13,False,False,False,8.915743827819824,2.670240488504455
21,13,False,True,False,9.122213363647461,2.687059008933475
16,13,True,True,True,9.247472763061523,2.6902757273103917
18,13,True,False,True,9.502448081970215,2.7374097084820184
30,5,False,False,True,9.019293785095215,2.773588191884759
15,4,False,False,False,9.504691123962402,2.7966915139943707
17,13,True,True,False,10.475707054138184,2.958821625734348
11,4,True,False,False,10.78400993347168,3.198574654841932
24,5,True,True,True,10.913119316101074,3.3096679224492833
14,4,False,False,True,11.369682312011719,3.4012956391741214
13,4,False,True,False,11.471585273742676,3.451013767581977
31,5,False,False,False,12.021202087402344,3.6567458804323847
19,13,True,False,False,20.983402252197266,6.084024434197436
