,MA,high_low_diff,n_lags,use_holidays,volume,weekly_seasonality,yearly_seasonality,RMSE,MAPE
25,10,10,4,True,5,True,False,3.872368812561035,1.7607664358432418
23,10,5,4,True,10,True,False,3.961273193359375,1.8003620676320122
22,10,5,4,True,5,True,False,3.935730218887329,1.8164398780666815
4,0,5,4,True,5,True,False,3.8517565727233887,1.8238495749472925
17,5,10,4,True,10,True,False,4.0267229080200195,1.8420889477740046
21,10,5,4,True,0,True,False,3.9609663486480713,1.8477255376175223
26,10,10,4,True,10,True,False,3.993661880493164,1.8487987192799125
24,10,10,4,True,0,True,False,4.121323108673096,1.8492885802720869
0,0,0,4,True,0,True,False,3.8785643577575684,1.8523283711594147
19,10,0,4,True,5,True,False,3.960386276245117,1.856195225322133
7,0,10,4,True,5,True,False,4.053638458251953,1.8567429869646026
16,5,10,4,True,5,True,False,4.084512233734131,1.8672182447767753
8,0,10,4,True,10,True,False,4.1056928634643555,1.8681100563992552
12,5,5,4,True,0,True,False,4.026871204376221,1.8828035525776592
20,10,0,4,True,10,True,False,4.15562105178833,1.8854809274749473
9,5,0,4,True,0,True,False,3.943126678466797,1.8919803181815626
10,5,0,4,True,5,True,False,3.9904065132141113,1.8950306699114077
14,5,5,4,True,10,True,False,4.158768177032471,1.904687952737472
18,10,0,4,True,0,True,False,4.0735979080200195,1.9051052509023707
15,5,10,4,True,0,True,False,4.249889373779297,1.9576674397088674
5,0,5,4,True,10,True,False,4.217321872711182,1.958009686913678
11,5,0,4,True,10,True,False,4.198929786682129,1.9606808065763406
13,5,5,4,True,5,True,False,4.127457141876221,1.97764017316885
6,0,10,4,True,0,True,False,4.267366886138916,1.9837927424304913
3,0,5,4,True,0,True,False,4.207546234130859,2.0176117867192604
2,0,0,4,True,10,True,False,4.387691974639893,2.0753988810105324
1,0,0,4,True,5,True,False,4.311649799346924,2.0841921192653188
