,MA,high_low_diff,n_lags,use_holidays,volume,weekly_seasonality,yearly_seasonality,RMSE,MAPE
5,0,5,1,True,10,True,False,31.480178833007812,1.6742745294550225
7,0,10,1,True,5,True,False,31.646833419799805,1.677847763351801
12,5,5,1,True,0,True,False,31.376018524169922,1.6876017144323932
11,5,0,1,True,10,True,False,31.768110275268555,1.689533653701113
10,5,0,1,True,5,True,False,31.282535552978516,1.6914336872012647
6,0,10,1,True,0,True,False,31.718400955200195,1.6977739886414946
3,0,5,1,True,0,True,False,31.286853790283203,1.7028292290822464
19,10,0,1,True,5,True,False,32.05994415283203,1.7118324151945883
15,5,10,1,True,0,True,False,31.95432472229004,1.7168525990756638
8,0,10,1,True,10,True,False,32.217281341552734,1.7385217932157404
21,10,5,1,True,0,True,False,32.36892318725586,1.7489888461536915
4,0,5,1,True,5,True,False,31.797718048095703,1.7509542927199848
18,10,0,1,True,0,True,False,32.52717971801758,1.7519141481747054
13,5,5,1,True,5,True,False,31.863258361816406,1.7520725967407038
0,0,0,1,True,0,True,False,31.436845779418945,1.7641756198882859
24,10,10,1,True,0,True,False,32.65727233886719,1.7656889347913471
25,10,10,1,True,5,True,False,32.86149597167969,1.77405476743142
22,10,5,1,True,5,True,False,32.92072677612305,1.774706704289017
16,5,10,1,True,5,True,False,32.956016540527344,1.7782959009712742
1,0,0,1,True,5,True,False,32.15396499633789,1.7863926256916192
26,10,10,1,True,10,True,False,33.14581298828125,1.7906684172814682
20,10,0,1,True,10,True,False,33.20995330810547,1.7960684564946654
17,5,10,1,True,10,True,False,32.916908264160156,1.804098477278221
23,10,5,1,True,10,True,False,33.3309326171875,1.8131475169604714
2,0,0,1,True,10,True,False,33.01578903198242,1.8192938451118759
9,5,0,1,True,0,True,False,33.05745315551758,1.8310918379373573
14,5,5,1,True,10,True,False,34.19171905517578,1.875093977329543
