,MA,high_low_diff,n_lags,use_holidays,volume,weekly_seasonality,yearly_seasonality,RMSE,MAPE
2,0,0,2,False,10,False,True,3.673935890197754,1.8750808275065207
1,0,0,2,False,5,False,True,3.6655375957489014,1.8811555639860735
0,0,0,2,False,0,False,True,3.7296290397644043,1.9125804040450156
6,0,10,2,False,0,False,True,3.767650604248047,1.9156080392005959
3,0,5,2,False,0,False,True,3.7151541709899902,1.9268394193891327
18,10,0,2,False,0,False,True,4.1857781410217285,2.196560200084186
9,5,0,2,False,0,False,True,4.3096513748168945,2.3055571237772234
10,5,0,2,False,5,False,True,4.542056083679199,2.4129620413627575
12,5,5,2,False,0,False,True,4.60344123840332,2.420747991856851
4,0,5,2,False,5,False,True,4.578284740447998,2.497119383316331
25,10,10,2,False,5,False,True,5.359169006347656,2.848126361127511
8,0,10,2,False,10,False,True,5.5336103439331055,2.9828805165197365
23,10,5,2,False,10,False,True,5.637739658355713,3.024056077328115
26,10,10,2,False,10,False,True,5.659520149230957,3.031198804366828
7,0,10,2,False,5,False,True,5.758352756500244,3.0922345519049337
5,0,5,2,False,10,False,True,5.748607158660889,3.1038874974180763
17,5,10,2,False,10,False,True,5.842831611633301,3.138576695156053
16,5,10,2,False,5,False,True,5.983930587768555,3.217138248221074
13,5,5,2,False,5,False,True,6.080891132354736,3.3686173675948443
14,5,5,2,False,10,False,True,6.469858169555664,3.382389694777657
22,10,5,2,False,5,False,True,6.645102500915527,3.5995305625908602
24,10,10,2,False,0,False,True,6.671936988830566,3.621016420731351
15,5,10,2,False,0,False,True,7.01028299331665,3.767551468194753
20,10,0,2,False,10,False,True,7.109312057495117,3.834887463970365
11,5,0,2,False,10,False,True,7.565229892730713,4.040130516952821
19,10,0,2,False,5,False,True,9.727729797363281,5.152384850027201
21,10,5,2,False,0,False,True,10.039703369140625,5.229686443213817
