,n_lags,use_holidays,weekly_seasonality,yearly_seasonality,RMSE,MAPE
6,2,False,False,True,3.7296290397644043,1.9125804040450156
5,2,False,True,False,3.684793710708618,1.9137512907396754
1,2,True,True,False,3.677647829055786,1.9190852007662031
9,3,True,True,False,3.825047731399536,1.9937870463805523
13,3,False,True,False,3.8958771228790283,2.003838262060723
17,1,True,True,False,3.794302225112915,2.007214947349975
25,4,True,True,False,3.829562187194824,2.012837890732564
15,3,False,False,False,4.06058406829834,2.090137038892918
19,1,True,False,False,3.9147937297821045,2.0926525169677825
3,2,True,False,False,4.302232265472412,2.2474638159680502
7,2,False,False,False,4.707028388977051,2.3493217578783634
21,1,False,True,False,4.610762596130371,2.376828344671425
23,1,False,False,False,4.6323347091674805,2.38581213725922
11,3,True,False,False,4.86634635925293,2.4684284779438577
31,4,False,False,False,5.193337440490723,2.6272440873601193
4,2,False,True,True,5.371654033660889,2.821893714100899
27,4,True,False,False,5.590551376342773,2.8611078402994625
2,2,True,False,True,5.290344715118408,2.948625659647935
12,3,False,True,True,5.538316249847412,3.021747835337906
20,1,False,True,True,5.599984169006348,3.0508031646069034
18,1,True,False,True,5.582698822021484,3.063091171639296
16,1,True,True,True,5.6973772048950195,3.1206786062138905
28,4,False,True,True,5.656599521636963,3.1309782849478545
26,4,True,False,True,5.834744930267334,3.1475017638955265
29,4,False,True,False,6.193936347961426,3.1612678291747818
14,3,False,False,True,5.78463888168335,3.1640372846852367
0,2,True,True,True,6.100125789642334,3.2897703203168067
10,3,True,False,True,6.304159164428711,3.3963475582900275
8,3,True,True,True,6.254947185516357,3.4244082252781762
24,4,True,True,True,6.866979598999023,3.7585977871578224
30,4,False,False,True,7.469542503356934,4.102197951120049
22,1,False,False,True,7.566139221191406,4.20030215415363
