,n_lags,use_holidays,weekly_seasonality,yearly_seasonality,RMSE,MAPE
11,7,True,False,False,17.731849670410156,2.4935665776595783
1,4,True,True,False,17.526243209838867,2.5238911043645986
25,3,True,True,False,17.880640029907227,2.5501231974369194
29,3,False,True,False,18.534015655517578,2.6236617724948412
21,9,False,True,False,19.108922958374023,2.723301569259497
31,3,False,False,False,18.38031578063965,2.74593706551427
4,4,False,True,True,19.642427444458008,2.901436553966173
12,7,False,True,True,22.32832145690918,3.215221695520719
20,9,False,True,True,23.026657104492188,3.2503562774119423
17,9,True,True,False,23.148073196411133,3.2981227424229105
14,7,False,False,True,23.680742263793945,3.333285854759882
28,3,False,True,True,22.95879554748535,3.3537283464472036
13,7,False,True,False,24.51944351196289,3.502763248300358
22,9,False,False,True,25.075037002563477,3.6221688214515857
16,9,True,True,True,25.35882568359375,3.6856177335621862
27,3,True,False,False,26.34173583984375,3.7068724228311756
0,4,True,True,True,24.951967239379883,3.7178563087742282
18,9,True,False,True,25.413150787353516,3.725724287166958
9,7,True,True,False,26.05014419555664,3.7933199589009314
2,4,True,False,True,25.31647491455078,3.866421933047612
23,9,False,False,False,26.855735778808594,3.921731521455613
19,9,True,False,False,26.206029891967773,3.922561222340585
30,3,False,False,True,27.025447845458984,3.9278621034336982
7,4,False,False,False,28.159753799438477,4.023294343151117
24,3,True,True,True,28.051366806030273,4.261394604295771
3,4,True,False,False,31.615781784057617,4.565117383579963
26,3,True,False,True,30.814796447753906,4.608296861116691
5,4,False,True,False,32.64850616455078,4.783851827425777
6,4,False,False,True,33.75212860107422,5.041178997430814
8,7,True,True,True,35.93095779418945,5.58966611621548
10,7,True,False,True,48.81328201293945,7.496802790923258
15,7,False,False,False,53.53681564331055,7.802760233596027
