,MA,dealer,foreign,high_low_diff,investment,n_lags,ratio_over_1000_shares,ratio_over_400_shares,shareholders_400_to_600,shareholders_600_to_800,shareholders_800_to_1000,use_holidays,volume,weekly_seasonality,yearly_seasonality,RMSE,MAPE
0,0,5,3,0,1,1,0,0,0,0,0,False,0,False,False,6.182406902313232,2.1647600541032075
27,0,5,3,0,1,1,5,5,0,5,5,False,0,False,False,6.767734527587891,2.367153545824752
23,0,5,3,0,1,1,5,0,5,5,5,False,0,False,False,7.212576389312744,2.5788474587016896
29,0,5,3,0,1,1,5,5,5,0,5,False,0,False,False,7.373616695404053,2.6251161214924656
30,0,5,3,0,1,1,5,5,5,5,0,False,0,False,False,7.509237766265869,2.7084245963321147
2,0,5,3,0,1,1,0,0,0,5,0,False,0,False,False,8.581266403198242,3.219481427611141
3,0,5,3,0,1,1,0,0,0,5,5,False,0,False,False,9.5634126663208,3.531591326408267
1,0,5,3,0,1,1,0,0,0,0,5,False,0,False,False,9.67341423034668,3.6354251711526864
6,0,5,3,0,1,1,0,0,5,5,0,False,0,False,False,10.278617858886719,3.9452305331770985
15,0,5,3,0,1,1,0,5,5,5,5,False,0,False,False,11.036625862121582,4.466181259845145
4,0,5,3,0,1,1,0,0,5,0,0,False,0,False,False,11.794901847839355,4.559849879810065
5,0,5,3,0,1,1,0,0,5,0,5,False,0,False,False,14.9232816696167,5.613609368007391
18,0,5,3,0,1,1,5,0,0,5,0,False,0,False,False,17.663732528686523,6.849520708951877
16,0,5,3,0,1,1,5,0,0,0,0,False,0,False,False,21.17946434020996,7.831368726979887
17,0,5,3,0,1,1,5,0,0,0,5,False,0,False,False,22.43510627746582,8.435756114929358
20,0,5,3,0,1,1,5,0,5,0,0,False,0,False,False,23.759029388427734,9.60782292888871
19,0,5,3,0,1,1,5,0,0,5,5,False,0,False,False,34.3115119934082,12.67770861203028
22,0,5,3,0,1,1,5,0,5,5,0,False,0,False,False,38.67160415649414,15.395320300392276
10,0,5,3,0,1,1,0,5,0,5,0,False,0,False,False,37.69496154785156,16.193064656047202
9,0,5,3,0,1,1,0,5,0,0,5,False,0,False,False,41.26717758178711,17.779548143006334
11,0,5,3,0,1,1,0,5,0,5,5,False,0,False,False,44.40285110473633,18.185926795482864
8,0,5,3,0,1,1,0,5,0,0,0,False,0,False,False,43.20935821533203,18.534402993484882
24,0,5,3,0,1,1,5,5,0,0,0,False,0,False,False,42.046348571777344,18.632237341852683
21,0,5,3,0,1,1,5,0,5,0,5,False,0,False,False,45.37423324584961,18.73524080240433
12,0,5,3,0,1,1,0,5,5,0,0,False,0,False,False,45.05910873413086,19.6523230870192
26,0,5,3,0,1,1,5,5,0,5,0,False,0,False,False,47.077781677246094,19.76278744924284
14,0,5,3,0,1,1,0,5,5,5,0,False,0,False,False,47.53723907470703,19.77408648896102
31,0,5,3,0,1,1,5,5,5,5,5,False,0,False,False,51.945560455322266,20.502120338964357
25,0,5,3,0,1,1,5,5,0,0,5,False,0,False,False,51.935359954833984,22.182984471763636
28,0,5,3,0,1,1,5,5,5,0,0,False,0,False,False,54.345069885253906,23.22802857770883
13,0,5,3,0,1,1,0,5,5,0,5,False,0,False,False,57.19797134399414,24.416681559747985
7,0,5,3,0,1,1,0,0,5,5,5,False,0,False,False,56.32262420654297,24.96952670085496
