,MA,high_low_diff,n_lags,use_holidays,volume,weekly_seasonality,yearly_seasonality,RMSE,MAPE
0,0,0,1,False,0,False,False,6.078307151794434,2.1689023662039184
1,0,0,1,False,5,False,False,6.720646858215332,2.470801255297741
3,0,5,1,False,0,False,False,7.425747394561768,2.8365061002482146
4,0,5,1,False,5,False,False,8.060802459716797,3.0097390510539315
2,0,0,1,False,10,False,False,8.19711685180664,3.095417694840862
6,0,10,1,False,0,False,False,8.015719413757324,3.1050903488454895
7,0,10,1,False,5,False,False,11.444587707519531,4.416798564093602
5,0,5,1,False,10,False,False,11.909056663513184,4.5111036386012024
18,10,0,1,False,0,False,False,13.039350509643555,4.568002250600538
26,10,10,1,False,10,False,False,12.862318992614746,4.607989102059162
12,5,5,1,False,0,False,False,12.859293937683105,4.629495060828342
9,5,0,1,False,0,False,False,13.17264461517334,4.653959718343676
10,5,0,1,False,5,False,False,14.591615676879883,5.095360257626594
8,0,10,1,False,10,False,False,13.511011123657227,5.107694416857401
24,10,10,1,False,0,False,False,16.25812530517578,5.893342960404082
15,5,10,1,False,0,False,False,16.67715835571289,6.043227985467407
21,10,5,1,False,0,False,False,17.476871490478516,6.141241255058921
17,5,10,1,False,10,False,False,17.52872657775879,6.196841786951864
19,10,0,1,False,5,False,False,18.742387771606445,6.4571240191330554
23,10,5,1,False,10,False,False,18.310575485229492,6.462375886646589
20,10,0,1,False,10,False,False,18.79837989807129,6.5756278883647115
11,5,0,1,False,10,False,False,19.109189987182617,6.645244521192222
14,5,5,1,False,10,False,False,18.91762924194336,6.653010347899883
13,5,5,1,False,5,False,False,19.039913177490234,6.6959840014717535
25,10,10,1,False,5,False,False,18.808778762817383,6.721362837714448
16,5,10,1,False,5,False,False,19.042875289916992,6.758038871681958
22,10,5,1,False,5,False,False,19.799243927001953,6.878437837630669
