,n_lags,use_holidays,weekly_seasonality,yearly_seasonality,RMSE,MAPE
7,1,False,False,False,6.078307151794434,2.1689023662039184
5,1,False,True,False,6.194453716278076,2.242751587049509
9,4,True,True,False,6.2848920822143555,2.293724175467793
3,1,True,False,False,6.341419219970703,2.314182964472308
1,1,True,True,False,6.387253284454346,2.3502316091840716
4,1,False,True,True,6.413652420043945,2.4063793045116544
12,4,False,True,True,6.461300373077393,2.4100570890194057
2,1,True,False,True,6.535499095916748,2.435363015279452
0,1,True,True,True,6.537701606750488,2.4444586531573886
13,4,False,True,False,6.836847305297852,2.487779171902169
20,8,False,True,True,6.805237770080566,2.4969187115980365
30,13,False,False,True,7.315954685211182,2.5601979604482934
28,13,False,True,True,7.129321575164795,2.5685696179872144
26,13,True,False,True,7.595616340637207,2.6717027108332667
21,8,False,True,False,7.475376605987549,2.676270430212394
19,8,True,False,False,7.860143184661865,2.68822412580418
23,8,False,False,False,7.888756275177002,2.730444241459147
15,4,False,False,False,7.7882399559021,2.749112551411393
16,8,True,True,True,7.828679084777832,2.800459661095263
17,8,True,True,False,8.177571296691895,2.9274857164258283
8,4,True,True,True,8.082998275756836,2.9597516038020784
11,4,True,False,False,8.585673332214355,3.017416868879632
18,8,True,False,True,8.943520545959473,3.129694522040579
29,13,False,True,False,9.59739875793457,3.2251604206178204
31,13,False,False,False,9.583613395690918,3.275766716936599
24,13,True,True,True,10.028144836425781,3.42060281343282
22,8,False,False,True,10.22962760925293,3.6195385700666964
25,13,True,True,False,10.936319351196289,3.681779597574187
14,4,False,False,True,10.36122989654541,3.726421009884594
6,1,False,False,True,10.250216484069824,4.157860556964181
10,4,True,False,True,11.12122631072998,4.5230830809290845
27,13,True,False,False,16.01534080505371,5.6322466283829105
