,n_lags,use_holidays,weekly_seasonality,yearly_seasonality,RMSE,MAPE
7,1,False,False,False,0.8968181610107422,1.5940104876670753
5,1,False,True,False,0.9011605978012085,1.6160245260840953
6,1,False,False,True,0.9210186004638672,1.6430126123774722
1,1,True,True,False,0.9375539422035217,1.6575470477979661
3,1,True,False,False,0.9387521147727966,1.6632886858994524
9,4,True,True,False,0.9346181750297546,1.6761794277195825
4,1,False,True,True,0.9536426067352295,1.7160616963199236
0,1,True,True,True,0.9739755392074585,1.7622264077003527
2,1,True,False,True,0.9963327646255493,1.8010617232246924
12,4,False,True,True,0.9985786080360413,1.824535579977304
20,8,False,True,True,1.0241457223892212,1.8446015396209117
10,4,True,False,True,1.0219781398773193,1.869054918550077
28,13,False,True,True,1.060154676437378,1.888553014254979
21,8,False,True,False,1.0592061281204224,1.8936602679793837
17,8,True,True,False,1.0550596714019775,1.9055541809820824
19,8,True,False,False,1.184672474861145,2.0553420911490434
26,13,True,False,True,1.202919840812683,2.0659560899044545
30,13,False,False,True,1.1604362726211548,2.0680235476798337
15,4,False,False,False,1.1991186141967773,2.100353159010838
8,4,True,True,True,1.177287220954895,2.1276669573342377
23,8,False,False,False,1.218414068222046,2.1708629558337753
18,8,True,False,True,1.2636322975158691,2.176284174861381
13,4,False,True,False,1.2897071838378906,2.1982528206228458
16,8,True,True,True,1.2386131286621094,2.2038122079752127
31,13,False,False,False,1.285996675491333,2.252978174040853
29,13,False,True,False,1.3121837377548218,2.2706241608520488
11,4,True,False,False,1.3126275539398193,2.287714470193757
14,4,False,False,True,1.422613501548767,2.4270132637502777
25,13,True,True,False,1.518160343170166,2.4501068131199784
22,8,False,False,True,1.4282070398330688,2.4736428293292465
24,13,True,True,True,1.4553141593933105,2.581654254677052
27,13,True,False,False,2.375234842300415,3.8351738051458852
