,MA,dealer,foreign,high_low_diff,investment,n_lags,use_holidays,volume,weekly_seasonality,yearly_seasonality,RMSE,MAPE
6,0,1,5,0,1,1,False,0,False,False,0.9133493900299072,1.5807879436462144
18,0,5,1,0,1,1,False,0,False,False,0.9993347525596619,1.7308563916450181
0,0,1,1,0,1,1,False,0,False,False,1.0412732362747192,1.7873379654775547
24,0,5,5,0,1,1,False,0,False,False,1.0427488088607788,1.8531625990664349
16,0,3,5,0,3,1,False,0,False,False,1.0401675701141357,1.8535294314829476
12,0,3,3,0,1,1,False,0,False,False,1.0284209251403809,1.8537656638208586
14,0,3,3,0,5,1,False,0,False,False,1.0571433305740356,1.8697860846374557
22,0,5,3,0,3,1,False,0,False,False,1.083797574043274,1.931138854954893
8,0,1,5,0,5,1,False,0,False,False,1.1039453744888306,1.9424876968725473
20,0,5,1,0,5,1,False,0,False,False,1.2756481170654297,2.240270438077245
4,0,1,3,0,3,1,False,0,False,False,1.4401891231536865,2.3080714624658447
9,0,3,1,0,1,1,False,0,False,False,1.4829401969909668,2.438660941789573
10,0,3,1,0,3,1,False,0,False,False,1.5097836256027222,2.5014996843846093
1,0,1,1,0,3,1,False,0,False,False,1.6345794200897217,2.6062566914965535
2,0,1,1,0,5,1,False,0,False,False,1.547451376914978,2.6066293626858488
26,0,5,5,0,5,1,False,0,False,False,1.567491054534912,2.6679514449543906
3,0,1,3,0,1,1,False,0,False,False,1.7461249828338623,3.146424483550726
5,0,1,3,0,5,1,False,0,False,False,2.0587549209594727,3.3868223499573684
21,0,5,3,0,1,1,False,0,False,False,2.0772511959075928,3.4453827682685874
7,0,1,5,0,3,1,False,0,False,False,2.229851245880127,3.488455830425991
13,0,3,3,0,3,1,False,0,False,False,2.1187520027160645,3.577519542958856
19,0,5,1,0,3,1,False,0,False,False,2.3013510704040527,3.8002274693377642
11,0,3,1,0,5,1,False,0,False,False,2.5492968559265137,4.132847412410187
15,0,3,5,0,1,1,False,0,False,False,2.889249324798584,4.510713556805861
25,0,5,5,0,3,1,False,0,False,False,2.529432773590088,4.539929998254886
17,0,3,5,0,5,1,False,0,False,False,2.6347296237945557,4.549824098303269
23,0,5,3,0,5,1,False,0,False,False,3.1762197017669678,5.439790156766859
