,n_lags,use_holidays,weekly_seasonality,yearly_seasonality,RMSE,MAPE
7,1,False,False,False,2.0309972763061523,1.3773789111402701
27,3,True,False,False,2.0657968521118164,1.39995626546629
31,3,False,False,False,2.0301427841186523,1.4041306910020133
3,1,True,False,False,2.0439720153808594,1.4084816922378274
5,1,False,True,False,2.0425264835357666,1.4094689505176683
25,3,True,True,False,2.0816829204559326,1.4361291799275056
2,1,True,False,True,2.0299599170684814,1.4374680845657724
1,1,True,True,False,2.0594089031219482,1.4394908773702637
11,12,True,False,False,2.139195203781128,1.4425494992521286
17,4,True,True,False,2.0791015625,1.4431826263420036
0,1,True,True,True,2.026383876800537,1.4517253569129347
21,4,False,True,False,2.1458840370178223,1.4550963972893844
6,1,False,False,True,2.053300142288208,1.4638693511353187
4,1,False,True,True,2.0403237342834473,1.4648138540740487
12,12,False,True,True,2.104341506958008,1.4652803406613022
20,4,False,True,True,2.0499978065490723,1.473882319215595
18,4,True,False,True,2.079256296157837,1.4845849946183125
29,3,False,True,False,2.1729087829589844,1.4885891617828273
28,3,False,True,True,2.1932921409606934,1.5010449841523275
24,3,True,True,True,2.2559804916381836,1.515173332348437
13,12,False,True,False,2.2791452407836914,1.526953668209574
14,12,False,False,True,2.2296595573425293,1.6020590126385528
30,3,False,False,True,2.3722310066223145,1.6048664510928476
10,12,True,False,True,2.394213914871216,1.611809899298548
23,4,False,False,False,2.4292244911193848,1.630414899470614
8,12,True,True,True,2.3657853603363037,1.6980282862998046
16,4,True,True,True,2.430335283279419,1.701972488682068
19,4,True,False,False,2.627595901489258,1.7511559561346817
9,12,True,True,False,2.655085563659668,1.7904379028893895
26,3,True,False,True,2.7197835445404053,1.8415381688465915
15,12,False,False,False,2.8023908138275146,1.8920018055316832
22,4,False,False,True,3.0099997520446777,1.9777479458859906
