,MA,dealer,foreign,high_low_diff,investment,n_lags,ratio_over_1000_shares,ratio_over_400_shares,shareholders_400_to_600,shareholders_600_to_800,shareholders_800_to_1000,use_holidays,volume,weekly_seasonality,yearly_seasonality,RMSE,MAPE
0,0,1,1,0,1,1,0,0,0,0,0,False,0,False,False,2.052340030670166,1.4122884974930767
31,0,1,1,0,1,1,5,5,5,5,5,False,0,False,False,2.0853993892669678,1.4737804204576677
7,0,1,1,0,1,1,0,0,5,5,5,False,0,False,False,2.1518404483795166,1.5055616623087484
8,0,1,1,0,1,1,0,5,0,0,0,False,0,False,False,2.2235782146453857,1.565949485561682
4,0,1,1,0,1,1,0,0,5,0,0,False,0,False,False,2.2664074897766113,1.591520564160501
16,0,1,1,0,1,1,5,0,0,0,0,False,0,False,False,2.2527995109558105,1.5933533453823856
1,0,1,1,0,1,1,0,0,0,0,5,False,0,False,False,2.382056713104248,1.6957382115237178
2,0,1,1,0,1,1,0,0,0,5,0,False,0,False,False,2.5547947883605957,1.8446564744845395
9,0,1,1,0,1,1,0,5,0,0,5,False,0,False,False,5.5801544189453125,3.9619577980187457
17,0,1,1,0,1,1,5,0,0,0,5,False,0,False,False,5.087432861328125,4.008237167242021
12,0,1,1,0,1,1,0,5,5,0,0,False,0,False,False,5.621423721313477,4.336787720587519
24,0,1,1,0,1,1,5,5,0,0,0,False,0,False,False,6.172565460205078,5.064272189706717
20,0,1,1,0,1,1,5,0,5,0,0,False,0,False,False,7.0269575119018555,5.510278995545678
10,0,1,1,0,1,1,0,5,0,5,0,False,0,False,False,8.161704063415527,6.6040372003853625
5,0,1,1,0,1,1,0,0,5,0,5,False,0,False,False,8.785659790039062,6.768134359315297
29,0,1,1,0,1,1,5,5,5,0,5,False,0,False,False,8.647293090820312,7.075207440386223
30,0,1,1,0,1,1,5,5,5,5,0,False,0,False,False,8.942508697509766,7.127538044968438
15,0,1,1,0,1,1,0,5,5,5,5,False,0,False,False,9.113600730895996,7.217308961987115
3,0,1,1,0,1,1,0,0,0,5,5,False,0,False,False,9.12033462524414,7.346798850808625
18,0,1,1,0,1,1,5,0,0,5,0,False,0,False,False,9.384825706481934,7.649911428593691
6,0,1,1,0,1,1,0,0,5,5,0,False,0,False,False,10.293136596679688,8.188299836118846
23,0,1,1,0,1,1,5,0,5,5,5,False,0,False,False,10.440077781677246,8.202720943299413
27,0,1,1,0,1,1,5,5,0,5,5,False,0,False,False,10.976278305053711,8.717860777010285
28,0,1,1,0,1,1,5,5,5,0,0,False,0,False,False,12.787214279174805,9.572061421311636
25,0,1,1,0,1,1,5,5,0,0,5,False,0,False,False,13.637125015258789,10.0932444012733
22,0,1,1,0,1,1,5,0,5,5,0,False,0,False,False,15.800567626953125,12.440763363527447
13,0,1,1,0,1,1,0,5,5,0,5,False,0,False,False,16.819753646850586,12.503144794465438
14,0,1,1,0,1,1,0,5,5,5,0,False,0,False,False,15.929625511169434,12.556161164170398
11,0,1,1,0,1,1,0,5,0,5,5,False,0,False,False,16.007247924804688,12.86165565367828
19,0,1,1,0,1,1,5,0,0,5,5,False,0,False,False,16.13984489440918,12.951785362268781
26,0,1,1,0,1,1,5,5,0,5,0,False,0,False,False,16.10169792175293,12.965960579046856
21,0,1,1,0,1,1,5,0,5,0,5,False,0,False,False,19.030895233154297,14.860819109728393
