,n_lags,weekly_seasonality,yearly_seasonality,RMSE,MAPE
0,1,True,True,37.475563049316406,2.5123114353904517
3,4,True,True,39.10000991821289,2.7018372433038804
11,12,True,True,40.01881408691406,2.707528756359515
12,13,True,True,40.4689826965332,2.7512875986014826
7,8,True,True,39.681087493896484,2.7569310510522795
2,3,True,True,40.49165344238281,2.781858052539312
8,9,True,True,40.39323425292969,2.7986820394091394
6,7,True,True,40.839080810546875,2.818353627194331
4,5,True,True,41.59661865234375,2.8324707489826753
14,15,True,True,44.16547775268555,2.9757962963040763
5,6,True,True,44.17578887939453,3.066952340716163
1,2,True,True,44.9452018737793,3.097924980312233
13,14,True,True,46.47640609741211,3.1701400830039512
10,11,True,True,51.522064208984375,3.434533684678551
9,10,True,True,50.13276290893555,3.507496499489946
