,MA,dealer,foreign,high_low_diff,investment,n_lags,ratio_over_1000_shares,ratio_over_400_shares,shareholders_400_to_600,shareholders_600_to_800,shareholders_800_to_1000,use_holidays,volume,weekly_seasonality,yearly_seasonality,RMSE,MAPE
0,10,5,5,0,5,12,0,0,0,0,0,False,0,True,False,2.1739418506622314,2.0439300149175232
3,10,5,5,0,5,12,0,0,0,5,5,False,0,True,False,2.3318424224853516,2.168490632750929
17,10,5,5,0,5,12,5,0,0,0,5,False,0,True,False,2.390170097351074,2.217061923121009
1,10,5,5,0,5,12,0,0,0,0,5,False,0,True,False,2.408306121826172,2.2212996706554295
5,10,5,5,0,5,12,0,0,5,0,5,False,0,True,False,2.386425018310547,2.234388918562024
2,10,5,5,0,5,12,0,0,0,5,0,False,0,True,False,2.39186954498291,2.2435282800534964
6,10,5,5,0,5,12,0,0,5,5,0,False,0,True,False,2.379856586456299,2.290972680841553
4,10,5,5,0,5,12,0,0,5,0,0,False,0,True,False,2.433220624923706,2.3149699550375833
18,10,5,5,0,5,12,5,0,0,5,0,False,0,True,False,2.421989917755127,2.3212522825808284
7,10,5,5,0,5,12,0,0,5,5,5,False,0,True,False,2.4673829078674316,2.3297255863421205
20,10,5,5,0,5,12,5,0,5,0,0,False,0,True,False,2.437347173690796,2.3585834894185647
31,10,5,5,0,5,12,5,5,5,5,5,False,0,True,False,2.595278263092041,2.397439817988393
19,10,5,5,0,5,12,5,0,0,5,5,False,0,True,False,2.606595277786255,2.4743822245555336
14,10,5,5,0,5,12,0,5,5,5,0,False,0,True,False,2.639798641204834,2.5545619331084164
16,10,5,5,0,5,12,5,0,0,0,0,False,0,True,False,2.6553187370300293,2.586541562207341
22,10,5,5,0,5,12,5,0,5,5,0,False,0,True,False,2.6470844745635986,2.5977487472203364
11,10,5,5,0,5,12,0,5,0,5,5,False,0,True,False,2.7130768299102783,2.6026931991828817
21,10,5,5,0,5,12,5,0,5,0,5,False,0,True,False,2.7587406635284424,2.648679436957958
13,10,5,5,0,5,12,0,5,5,0,5,False,0,True,False,2.75062894821167,2.658971291028739
28,10,5,5,0,5,12,5,5,5,0,0,False,0,True,False,2.752302885055542,2.6769744298290647
26,10,5,5,0,5,12,5,5,0,5,0,False,0,True,False,2.752513885498047,2.6932565941909363
8,10,5,5,0,5,12,0,5,0,0,0,False,0,True,False,2.8984670639038086,2.8050137575555394
25,10,5,5,0,5,12,5,5,0,0,5,False,0,True,False,2.873133420944214,2.8453655893832135
24,10,5,5,0,5,12,5,5,0,0,0,False,0,True,False,2.9267873764038086,2.9525897498455724
23,10,5,5,0,5,12,5,0,5,5,5,False,0,True,False,3.0561459064483643,3.0530374252362473
9,10,5,5,0,5,12,0,5,0,0,5,False,0,True,False,3.092764377593994,3.119227747782756
12,10,5,5,0,5,12,0,5,5,0,0,False,0,True,False,3.124417543411255,3.216859739163394
27,10,5,5,0,5,12,5,5,0,5,5,False,0,True,False,3.223048448562622,3.2209739556387507
15,10,5,5,0,5,12,0,5,5,5,5,False,0,True,False,3.2244036197662354,3.338330272120012
10,10,5,5,0,5,12,0,5,0,5,0,False,0,True,False,3.234049081802368,3.3497921621719406
29,10,5,5,0,5,12,5,5,5,0,5,False,0,True,False,3.456782579421997,3.5453559219683446
30,10,5,5,0,5,12,5,5,5,5,0,False,0,True,False,3.3449676036834717,3.5745075042118013
