,MA,dealer,foreign,high_low_diff,investment,n_lags,use_holidays,volume,weekly_seasonality,yearly_seasonality,RMSE,MAPE
26,10,5,5,0,5,12,False,0,True,False,2.1739418506622314,2.0439300149175232
15,10,3,5,0,1,12,False,0,True,False,2.1357038021087646,2.065533754445284
3,10,1,3,0,1,12,False,0,True,False,2.135476589202881,2.090372257897038
7,10,1,5,0,3,12,False,0,True,False,2.157384157180786,2.090988023233711
16,10,3,5,0,3,12,False,0,True,False,2.1608996391296387,2.0983072736637425
14,10,3,3,0,5,12,False,0,True,False,2.202178716659546,2.114587476418341
13,10,3,3,0,3,12,False,0,True,False,2.196195602416992,2.115096966691203
8,10,1,5,0,5,12,False,0,True,False,2.1960623264312744,2.1183265003793013
5,10,1,3,0,5,12,False,0,True,False,2.2229251861572266,2.125338195887176
11,10,3,1,0,5,12,False,0,True,False,2.2234227657318115,2.1450525145662476
22,10,5,3,0,3,12,False,0,True,False,2.213136911392212,2.1521795164832334
19,10,5,1,0,3,12,False,0,True,False,2.204495906829834,2.155349220881211
20,10,5,1,0,5,12,False,0,True,False,2.230156898498535,2.172028375995984
21,10,5,3,0,1,12,False,0,True,False,2.2425434589385986,2.17656668794133
17,10,3,5,0,5,12,False,0,True,False,2.238849639892578,2.182519120618486
24,10,5,5,0,1,12,False,0,True,False,2.254884719848633,2.2019387308946743
25,10,5,5,0,3,12,False,0,True,False,2.2421860694885254,2.2284471114966733
23,10,5,3,0,5,12,False,0,True,False,2.3021841049194336,2.245476764351839
4,10,1,3,0,3,12,False,0,True,False,2.527719497680664,2.5270944810706313
6,10,1,5,0,1,12,False,0,True,False,2.603705883026123,2.6330653703782225
12,10,3,3,0,1,12,False,0,True,False,2.6947615146636963,2.704925957388719
2,10,1,1,0,5,12,False,0,True,False,2.7320239543914795,2.7291162879181994
0,10,1,1,0,1,12,False,0,True,False,2.6805543899536133,2.753233373984972
10,10,3,1,0,3,12,False,0,True,False,2.754300117492676,2.7838196569372022
1,10,1,1,0,3,12,False,0,True,False,2.7941343784332275,2.8053870444623246
18,10,5,1,0,1,12,False,0,True,False,2.799107789993286,2.837839558392566
9,10,3,1,0,1,12,False,0,True,False,2.9464645385742188,2.9601505239794355
