,MA,dealer,foreign,high_low_diff,investment,n_lags,use_holidays,volume,weekly_seasonality,yearly_seasonality,RMSE,MAPE
0,0,1,1,0,1,1,False,0,False,False,5.929872512817383,1.708420821521085
24,0,5,5,0,1,1,False,0,False,False,6.060077667236328,1.7089309484748663
22,0,5,3,0,3,1,False,0,False,False,6.038349151611328,1.7141148270293154
6,0,1,5,0,1,1,False,0,False,False,5.992432117462158,1.7283690060184245
12,0,3,3,0,1,1,False,0,False,False,6.087491035461426,1.796998227651707
4,0,1,3,0,3,1,False,0,False,False,6.202093601226807,1.8261126726736692
20,0,5,1,0,5,1,False,0,False,False,6.335163116455078,1.8529625243775487
8,0,1,5,0,5,1,False,0,False,False,6.376398086547852,1.8531465657478323
14,0,3,3,0,5,1,False,0,False,False,6.357457160949707,1.8563479525346724
16,0,3,5,0,3,1,False,0,False,False,6.4497575759887695,1.8622035407007909
2,0,1,1,0,5,1,False,0,False,False,6.411787509918213,1.8926704479687084
10,0,3,1,0,3,1,False,0,False,False,6.359598159790039,1.8995846514261006
18,0,5,1,0,1,1,False,0,False,False,6.8859992027282715,1.973009664197337
9,0,3,1,0,1,1,False,0,False,False,10.783084869384766,3.2442267900026507
15,0,3,5,0,1,1,False,0,False,False,11.319076538085938,3.3447188875746945
1,0,1,1,0,3,1,False,0,False,False,11.696451187133789,3.435693902878772
7,0,1,5,0,3,1,False,0,False,False,12.804969787597656,3.6567393977560507
26,0,5,5,0,5,1,False,0,False,False,12.760848999023438,3.727263167889667
21,0,5,3,0,1,1,False,0,False,False,13.667393684387207,3.7784478130543544
13,0,3,3,0,3,1,False,0,False,False,13.855729103088379,3.8604097326442086
3,0,1,3,0,1,1,False,0,False,False,13.523128509521484,3.9299866412227518
5,0,1,3,0,5,1,False,0,False,False,14.611664772033691,4.050928370676624
19,0,5,1,0,3,1,False,0,False,False,14.729205131530762,4.100587338560184
11,0,3,1,0,5,1,False,0,False,False,14.642748832702637,4.124933140421403
23,0,5,3,0,5,1,False,0,False,False,21.02756690979004,5.555602813354034
17,0,3,5,0,5,1,False,0,False,False,21.263269424438477,5.94578208697456
25,0,5,5,0,3,1,False,0,False,False,22.088436126708984,6.028456221552304
