,MA,dealer,foreign,high_low_diff,investment,n_lags,ratio_over_1000_shares,ratio_over_400_shares,shareholders_400_to_600,shareholders_600_to_800,shareholders_800_to_1000,use_holidays,volume,weekly_seasonality,yearly_seasonality,RMSE,MAPE
0,5,1,1,0,1,7,0,0,0,0,0,True,0,False,False,62.69770812988281,2.369033557955449
15,5,1,1,0,1,7,0,5,5,5,5,True,0,False,False,71.00984954833984,2.527938563414498
17,5,1,1,0,1,7,5,0,0,0,5,True,0,False,False,70.4156723022461,2.593939156050061
4,5,1,1,0,1,7,0,0,5,0,0,True,0,False,False,70.88007354736328,2.6631500061820743
16,5,1,1,0,1,7,5,0,0,0,0,True,0,False,False,73.73040771484375,2.763741238212267
14,5,1,1,0,1,7,0,5,5,5,0,True,0,False,False,79.51176452636719,2.7999875768182534
1,5,1,1,0,1,7,0,0,0,0,5,True,0,False,False,74.03656005859375,2.8619148073739344
6,5,1,1,0,1,7,0,0,5,5,0,True,0,False,False,78.77665710449219,2.910707378496467
13,5,1,1,0,1,7,0,5,5,0,5,True,0,False,False,76.04151153564453,2.9781087706803087
8,5,1,1,0,1,7,0,5,0,0,0,True,0,False,False,82.37356567382812,3.0172974501128653
12,5,1,1,0,1,7,0,5,5,0,0,True,0,False,False,82.70491027832031,3.0517202596570803
9,5,1,1,0,1,7,0,5,0,0,5,True,0,False,False,81.96402740478516,3.0967009465143467
5,5,1,1,0,1,7,0,0,5,0,5,True,0,False,False,80.86884307861328,3.1075456724027823
20,5,1,1,0,1,7,5,0,5,0,0,True,0,False,False,88.95205688476562,3.3165187378133973
24,5,1,1,0,1,7,5,5,0,0,0,True,0,False,False,91.48033142089844,3.3897576230811244
10,5,1,1,0,1,7,0,5,0,5,0,True,0,False,False,96.58565521240234,3.488249380341294
23,5,1,1,0,1,7,5,0,5,5,5,True,0,False,False,100.050537109375,3.6483566463971306
30,5,1,1,0,1,7,5,5,5,5,0,True,0,False,False,97.4104995727539,3.656324607509176
18,5,1,1,0,1,7,5,0,0,5,0,True,0,False,False,98.77437591552734,3.728031389340345
27,5,1,1,0,1,7,5,5,0,5,5,True,0,False,False,106.38716888427734,3.85188927856394
29,5,1,1,0,1,7,5,5,5,0,5,True,0,False,False,103.90310668945312,3.8618598008283085
19,5,1,1,0,1,7,5,0,0,5,5,True,0,False,False,112.34342956542969,4.169215504074346
21,5,1,1,0,1,7,5,0,5,0,5,True,0,False,False,123.71412658691406,4.321048202116821
25,5,1,1,0,1,7,5,5,0,0,5,True,0,False,False,130.68243408203125,4.628897869969549
22,5,1,1,0,1,7,5,0,5,5,0,True,0,False,False,128.89288330078125,4.678867299481276
26,5,1,1,0,1,7,5,5,0,5,0,True,0,False,False,132.64599609375,4.757367118673999
28,5,1,1,0,1,7,5,5,5,0,0,True,0,False,False,148.11575317382812,5.320275743594285
11,5,1,1,0,1,7,0,5,0,5,5,True,0,False,False,171.63510131835938,6.426842908526555
2,5,1,1,0,1,7,0,0,0,5,0,True,0,False,False,185.52232360839844,6.816572350333121
7,5,1,1,0,1,7,0,0,5,5,5,True,0,False,False,199.1188201904297,7.418819107154462
3,5,1,1,0,1,7,0,0,0,5,5,True,0,False,False,197.43861389160156,7.422144917584237
31,5,1,1,0,1,7,5,5,5,5,5,True,0,False,False,224.97604370117188,8.18111837023384
