,MA,dealer,foreign,high_low_diff,investment,n_lags,use_holidays,volume,weekly_seasonality,yearly_seasonality,RMSE,MAPE
23,0,5,3,0,5,2,False,10,False,True,20.078956604003906,1.633154722478951
0,0,1,1,0,1,2,False,10,False,True,21.563377380371094,1.7526176756235967
8,0,1,5,0,5,2,False,10,False,True,21.560806274414062,1.7683075023435535
16,0,3,5,0,3,2,False,10,False,True,22.277666091918945,1.8334710441671485
24,0,5,5,0,1,2,False,10,False,True,22.397266387939453,1.8398154501308037
14,0,3,3,0,5,2,False,10,False,True,22.465412139892578,1.849480103718864
20,0,5,1,0,5,2,False,10,False,True,23.06568145751953,1.8993685232882473
22,0,5,3,0,3,2,False,10,False,True,23.459442138671875,1.9342456874005691
26,0,5,5,0,5,2,False,10,False,True,25.594568252563477,2.118041046733298
3,0,1,3,0,1,2,False,10,False,True,27.007328033447266,2.2448398299137304
9,0,3,1,0,1,2,False,10,False,True,28.557626724243164,2.3775248023928435
15,0,3,5,0,1,2,False,10,False,True,31.99034309387207,2.470490433191029
7,0,1,5,0,3,2,False,10,False,True,31.663288116455078,2.480292743341879
4,0,1,3,0,3,2,False,10,False,True,31.78148078918457,2.482192812548792
21,0,5,3,0,1,2,False,10,False,True,31.5499324798584,2.4859591741263287
1,0,1,1,0,3,2,False,10,False,True,30.418827056884766,2.534281561057996
13,0,3,3,0,3,2,False,10,False,True,36.39768981933594,2.592985642565435
6,0,1,5,0,1,2,False,10,False,True,35.62055206298828,2.6225096569167765
19,0,5,1,0,3,2,False,10,False,True,34.917537689208984,2.693181641673147
11,0,3,1,0,5,2,False,10,False,True,37.72300720214844,2.7157281568886367
5,0,1,3,0,5,2,False,10,False,True,39.59072494506836,2.813187004654619
17,0,3,5,0,5,2,False,10,False,True,33.57768630981445,2.8207515214544494
25,0,5,5,0,3,2,False,10,False,True,36.40204620361328,3.064469357984382
2,0,1,1,0,5,2,False,10,False,True,43.28142166137695,3.19586332888637
18,0,5,1,0,1,2,False,10,False,True,45.581581115722656,3.58294577747916
10,0,3,1,0,3,2,False,10,False,True,45.210140228271484,3.6714802516088696
12,0,3,3,0,1,2,False,10,False,True,49.266475677490234,3.8184648958375673
