,MA,dealer,foreign,high_low_diff,investment,n_lags,ratio_over_1000_shares,ratio_over_400_shares,shareholders_400_to_600,shareholders_600_to_800,shareholders_800_to_1000,use_holidays,volume,weekly_seasonality,yearly_seasonality,RMSE,MAPE
0,0,5,3,0,5,2,0,0,0,0,0,False,10,False,True,20.078956604003906,1.633154722478951
25,0,5,3,0,5,2,5,5,0,0,5,False,10,False,True,21.39772605895996,1.7196399085660643
19,0,5,3,0,5,2,5,0,0,5,5,False,10,False,True,22.323163986206055,1.784946109958487
11,0,5,3,0,5,2,0,5,0,5,5,False,10,False,True,24.705163955688477,2.040868937152409
14,0,5,3,0,5,2,0,5,5,5,0,False,10,False,True,25.947938919067383,2.1118502605317535
7,0,5,3,0,5,2,0,0,5,5,5,False,10,False,True,25.931604385375977,2.1230213754093965
13,0,5,3,0,5,2,0,5,5,0,5,False,10,False,True,27.29610824584961,2.199116421178607
29,0,5,3,0,5,2,5,5,5,0,5,False,10,False,True,26.903186798095703,2.2057257675818636
21,0,5,3,0,5,2,5,0,5,0,5,False,10,False,True,27.56647300720215,2.253228891931781
28,0,5,3,0,5,2,5,5,5,0,0,False,10,False,True,30.524473190307617,2.496546401331506
26,0,5,3,0,5,2,5,5,0,5,0,False,10,False,True,31.178142547607422,2.5601579870508604
22,0,5,3,0,5,2,5,0,5,5,0,False,10,False,True,31.844249725341797,2.634641174626704
15,0,5,3,0,5,2,0,5,5,5,5,False,10,False,True,33.6502799987793,2.8340011596275847
30,0,5,3,0,5,2,5,5,5,5,0,False,10,False,True,34.571434020996094,2.91750068116092
23,0,5,3,0,5,2,5,0,5,5,5,False,10,False,True,35.60602569580078,2.9767918211932543
27,0,5,3,0,5,2,5,5,0,5,5,False,10,False,True,43.21686553955078,3.689456781871286
24,0,5,3,0,5,2,5,5,0,0,0,False,10,False,True,50.65667724609375,3.875628004753308
6,0,5,3,0,5,2,0,0,5,5,0,False,10,False,True,51.95197677612305,3.9140421605546067
18,0,5,3,0,5,2,5,0,0,5,0,False,10,False,True,51.620704650878906,3.959287819607201
12,0,5,3,0,5,2,0,5,5,0,0,False,10,False,True,52.83162307739258,4.09872976372415
10,0,5,3,0,5,2,0,5,0,5,0,False,10,False,True,54.440582275390625,4.164802109259626
16,0,5,3,0,5,2,5,0,0,0,0,False,10,False,True,53.46244430541992,4.179105731257151
20,0,5,3,0,5,2,5,0,5,0,0,False,10,False,True,54.34036636352539,4.198925209544494
8,0,5,3,0,5,2,0,5,0,0,0,False,10,False,True,53.74586868286133,4.200999815535163
1,0,5,3,0,5,2,0,0,0,0,5,False,10,False,True,53.03260040283203,4.2125438327167
4,0,5,3,0,5,2,0,0,5,0,0,False,10,False,True,53.65016555786133,4.23008831582757
2,0,5,3,0,5,2,0,0,0,5,0,False,10,False,True,54.907222747802734,4.25151742621072
31,0,5,3,0,5,2,5,5,5,5,5,False,10,False,True,60.48186492919922,4.563840678667138
9,0,5,3,0,5,2,0,5,0,0,5,False,10,False,True,64.26538848876953,4.941138236158103
17,0,5,3,0,5,2,5,0,0,0,5,False,10,False,True,64.94379425048828,5.02460428115603
5,0,5,3,0,5,2,0,0,5,0,5,False,10,False,True,70.49003601074219,5.47072210312018
3,0,5,3,0,5,2,0,0,0,5,5,False,10,False,True,73.8813247680664,5.688231513886706
