,ds,open_price,high_price,low_price,y,volume,foreign,investment,dealer,ratio_over_400_shares,shareholders_400_to_600,shareholders_600_to_800,shareholders_800_to_1000,ratio_over_1000_shares
0,2022-11-01,483.0,493.5,478.0,493.5,11006513,183000,-19051,-19411,64.21,14,9,3,52.42
1,2022-11-02,493.5,508.0,485.5,508.0,7754568,2000,17000,16477,64.21,14,9,3,52.42
2,2022-11-03,498.5,557.0,498.0,544.0,13622626,69124,262000,136176,64.21,14,9,3,52.42
3,2022-11-04,538.0,549.0,537.0,544.0,7394320,118000,-75000,-152963,64.21,14,9,3,52.42
4,2022-11-07,548.0,591.0,539.0,575.0,12966377,-131000,953000,14424,66.27,16,10,4,52.48
5,2022-11-08,584.0,604.0,572.0,575.0,13391025,145532,26000,-160500,66.27,16,10,4,52.48
6,2022-11-09,586.0,592.0,572.0,591.0,7856802,362000,58000,-93589,66.27,16,10,4,52.48
7,2022-11-10,588.0,598.0,584.0,597.0,6318547,885999,-75000,-34733,66.27,16,10,4,52.48
8,2022-11-11,656.0,656.0,629.0,640.0,8097485,221079,387000,-6694,66.27,16,10,4,52.48
9,2022-11-14,642.0,649.0,634.0,644.0,5112966,279000,-35000,-45525,66.78,18,10,2,53.75
10,2022-11-15,651.0,663.0,635.0,648.0,8968566,-147000,50000,81545,66.78,18,10,2,53.75
11,2022-11-16,648.0,696.0,645.0,694.0,12661116,409781,-58707,151405,66.78,18,10,2,53.75
12,2022-11-17,693.0,735.0,688.0,735.0,11899229,359584,76939,-65695,66.78,18,10,2,53.75
13,2022-11-18,736.0,756.0,724.0,732.0,11167287,-438050,-67061,-74644,66.78,18,10,2,53.75
14,2022-11-21,736.0,752.0,726.0,735.0,7467304,403000,-222000,-18069,68.15,20,6,2,56.51
15,2022-11-22,728.0,737.0,693.0,718.0,10846461,792196,-461000,-150775,68.15,20,6,2,56.51
16,2022-11-23,718.0,727.0,698.0,706.0,9999800,670995,-1194000,-177006,68.15,20,6,2,56.51
17,2022-11-24,715.0,745.0,709.0,745.0,8731417,580400,-186000,41444,68.15,20,6,2,56.51
18,2022-11-25,746.0,750.0,726.0,740.0,6175504,442117,68000,-60577,68.15,20,6,2,56.51
19,2022-11-28,728.0,759.0,728.0,732.0,6502877,-172500,-36061,-54821,69.4,17,7,3,57.75
20,2022-11-29,732.0,735.0,714.0,727.0,5423732,706781,-264000,-13809,69.4,17,7,3,57.75
21,2022-11-30,729.0,745.0,725.0,731.0,4791879,216846,-164000,39945,69.4,17,7,3,57.75
22,2022-12-01,753.0,762.0,740.0,740.0,5201392,435000,68000,-3134,69.4,17,7,3,57.75
23,2022-12-02,735.0,778.0,729.0,776.0,7108915,-478917,-133000,108585,69.4,17,7,3,57.75
24,2022-12-05,768.0,783.0,756.0,761.0,6241746,-654800,-50000,106800,69.41,19,6,4,56.85
25,2022-12-06,762.0,791.0,750.0,764.0,8234724,828049,-66000,-33708,69.41,19,6,4,56.85
26,2022-12-07,767.0,769.0,741.0,742.0,6132674,-32758,-14000,-131169,69.41,19,6,4,56.85
27,2022-12-08,737.0,764.0,736.0,763.0,5550928,243462,-48061,25183,69.41,19,6,4,56.85
