,ds,open_price,high_price,low_price,y,volume,foreign,investment,dealer,ratio_over_400_shares,shareholders_400_to_600,shareholders_600_to_800,shareholders_800_to_1000,ratio_over_1000_shares
20,2022-11-29,65.3,66.2,64.7,65.6,7114940,2313538,-2160000,-54000,86.08,124,66,60,79.26
21,2022-11-30,65.3,65.7,64.6,65.6,17187493,3069788,-3567061,61300,86.08,124,66,60,79.26
22,2022-12-01,65.7,65.9,65.1,65.8,8140357,1201759,-2129000,-219889,86.08,124,66,60,79.26
23,2022-12-02,65.8,65.8,64.8,65.1,8251369,-797358,-2203000,-30837,86.08,124,66,60,79.26
24,2022-12-05,64.9,65.3,64.3,65.3,7478610,720575,-1859000,-19833,85.82,124,68,58,79.02
25,2022-12-06,65.3,66.0,64.8,65.8,6895586,-785627,40000,201000,85.82,124,68,58,79.02
26,2022-12-07,65.2,65.3,62.6,62.6,17428833,-8657391,-1666000,217013,85.82,124,68,58,79.02
27,2022-12-08,62.6,63.3,62.1,63.1,9733063,-775711,-1254000,148295,85.82,124,68,58,79.02
28,2022-12-09,63.5,63.8,62.6,63.7,6741241,39088,-154000,-60518,85.82,124,68,58,79.02
29,2022-12-12,63.2,64.0,63.2,64.0,5718405,-149155,234000,-59233,86.01,126,66,58,79.25
30,2022-12-13,64.0,64.2,63.2,63.4,7178979,-2352443,219318,-201634,86.01,126,66,58,79.25
31,2022-12-14,64.1,65.1,63.7,65.1,8147003,2618875,-129027,278000,86.01,126,66,58,79.25
32,2022-12-15,64.9,65.4,64.4,65.1,5600031,-851907,-128000,-67000,86.01,126,66,58,79.25
33,2022-12-16,64.2,65.2,63.9,65.2,30914170,17313936,-18680200,485953,86.01,126,66,58,79.25
34,2022-12-19,64.8,65.1,63.7,64.2,27315695,15536051,-18091000,307584,85.82,127,66,54,79.18
35,2022-12-20,64.2,64.5,62.8,63.2,28037009,14219032,-17997000,458966,85.82,127,66,54,79.18
36,2022-12-21,63.0,63.8,62.9,63.3,27943561,15280359,-17057000,-385467,85.82,127,66,54,79.18
37,2022-12-22,63.9,64.5,63.4,64.3,25503637,16858327,-17896000,172476,85.82,127,66,54,79.18
38,2022-12-23,63.5,64.0,63.1,64.0,4677652,-1793530,1138000,-105860,85.82,127,66,54,79.18
39,2022-12-26,64.3,64.3,63.7,64.0,1395180,-514000,344000,73000,85.84,129,60,57,79.23
40,2022-12-27,64.3,64.5,63.8,64.0,2311506,-447000,252000,87965,85.84,129,60,57,79.23
41,2022-12-28,64.0,64.2,63.3,63.6,3280382,358176,532000,22266,85.84,129,60,57,79.23
42,2022-12-29,63.5,63.7,62.8,63.5,4669741,-419448,644000,193055,85.84,129,60,57,79.23
43,2022-12-30,63.8,64.4,63.7,63.8,3058875,531847,-281000,70000,85.84,129,60,57,79.23
44,2023-01-03,63.8,64.7,63.7,64.2,3480692,-434955,345000,55000,85.9,128,60,54,79.44
45,2023-01-04,64.4,64.5,63.9,63.9,2607691,-645612,25000,81000,85.9,128,60,54,79.44
46,2023-01-05,64.2,65.1,64.2,64.9,5079597,-949739,14000,155000,85.9,128,60,54,79.44
47,2023-01-06,64.8,65.1,64.5,64.7,2370394,-587994,38000,15000,85.9,128,60,54,79.44
48,2023-01-09,65.5,65.8,64.8,65.0,8695464,2806383,-3936000,79665,86.01,129,58,57,79.46
49,2023-01-10,65.2,66.1,65.2,66.1,6600543,3009997,-224198,-119864,86.01,129,58,57,79.46
50,2023-01-11,65.7,66.1,65.1,65.1,6182926,-821794,-410000,177000,86.01,129,58,57,79.46
51,2023-01-12,65.1,65.8,64.7,65.0,5890316,1912151,-1142000,33982,86.01,129,58,57,79.46
52,2023-01-13,65.4,65.8,64.6,65.1,4280552,1258190,53000,134996,86.01,129,58,57,79.46
53,2023-01-16,65.2,65.7,64.7,65.0,3190175,180800,62000,80053,86.01,128,61,55,79.46
54,2023-01-17,65.0,65.9,65.0,65.7,5486542,-363992,-68000,113791,86.01,128,61,55,79.46
55,2023-01-30,68.9,68.9,66.0,67.5,13511119,1608083,294477,112393,86.16,133,63,54,79.5
56,2023-01-31,66.9,67.9,66.0,66.4,8303528,157023,-53000,-29874,86.16,133,63,54,79.5
57,2023-02-01,67.0,67.0,66.1,66.4,4470978,-1438833,230000,47829,86.16,133,63,54,79.5
58,2023-02-02,67.1,67.8,66.6,67.0,6231327,589412,-858519,169612,86.16,133,63,54,79.5
59,2023-02-03,67.1,68.4,66.7,68.2,6372513,1943638,-169000,245290,86.16,133,63,54,79.5
60,2023-02-06,67.5,68.8,67.5,68.3,5858526,-1009763,876000,17000,86.46,131,61,53,79.93
61,2023-02-07,68.7,68.9,68.1,68.7,4577771,-206263,667000,114198,86.46,131,61,53,79.93
62,2023-02-08,68.9,69.7,68.9,69.4,5231755,914600,119000,49241,86.46,131,61,53,79.93
63,2023-02-09,69.2,70.7,69.1,70.3,6884501,947000,545000,177610,86.46,131,61,53,79.93
64,2023-02-10,69.9,70.3,69.2,69.5,6071950,-1908412,686000,-22929,86.46,131,61,53,79.93
65,2023-02-13,69.2,69.9,69.1,69.6,4170361,-969112,1201000,12118,86.5,130,61,50,80.08
66,2023-02-14,70.0,70.1,69.3,69.6,3500069,-729504,0,28000,86.5,130,61,50,80.08
67,2023-02-15,69.9,70.0,68.8,69.1,3489614,-230511,30000,131000,86.5,130,61,50,80.08
68,2023-02-16,69.4,70.3,69.3,70.0,6360129,1532582,855000,433189,86.5,130,61,50,80.08
69,2023-02-17,69.6,70.3,69.5,70.1,2653189,-1038342,651023,300342,86.5,130,61,50,80.08
70,2023-02-20,69.7,70.4,69.7,70.4,3736938,-187412,258000,399000,86.42,132,56,50,80.09
71,2023-02-21,70.0,70.1,69.7,69.8,4696660,-691542,81000,261000,86.42,132,56,50,80.09
72,2023-02-22,69.6,70.3,69.1,69.4,8849309,-2517438,1511000,1030990,86.42,132,56,50,80.09
73,2023-02-23,69.5,70.4,69.3,69.5,8074025,-259442,-15000,967096,86.42,132,56,50,80.09
74,2023-02-24,69.5,69.9,69.2,69.5,13851965,-1418196,-45971,695990,86.42,132,56,50,80.09
75,2023-03-01,70.0,70.0,69.1,69.2,6807385,-3184590,409000,227439,86.43,125,58,50,80.21
76,2023-03-02,69.7,72.1,69.4,71.8,10632531,-1403254,1184035,864584,86.43,125,58,50,80.21
77,2023-03-03,72.2,73.3,71.9,72.7,10323618,-2307307,522000,927985,86.43,125,58,50,80.21
78,2023-03-06,73.2,74.5,72.8,74.3,12111978,-217418,1777000,1918250,86.43,120,57,50,80.33
79,2023-03-07,74.5,75.9,74.4,75.3,10478588,-2633933,2015000,1104539,86.43,120,57,50,80.33
80,2023-03-08,74.0,75.4,74.0,75.0,14849041,-5865829,1422000,498075,86.43,120,57,50,80.33
81,2023-03-09,75.3,75.4,73.5,73.6,10033527,-3292376,1620000,-426948,86.43,120,57,50,80.33
82,2023-03-10,72.7,73.5,72.4,73.1,8336444,-3301507,1547000,147904,86.43,120,57,50,80.33
83,2023-03-13,73.1,75.1,72.5,74.4,14169289,-4233502,3351041,57221,86.53,121,55,43,80.72
84,2023-03-14,73.8,75.1,72.8,74.2,15658195,-5820910,4231000,-295997,86.53,121,55,43,80.72
85,2023-03-15,74.2,75.1,73.7,74.1,12334932,-3269400,3299009,-730339,86.53,121,55,43,80.72
86,2023-03-16,70.8,71.4,69.5,70.0,10000997,1109908,239000,-275983,86.53,121,55,43,80.72
87,2023-03-17,70.9,70.9,69.5,70.5,15978495,4702910,-3328085,-895087,86.53,121,55,43,80.72
88,2023-03-20,70.7,70.7,69.7,69.8,3184156,-736000,284000,302472,86.45,114,60,47,80.5
89,2023-03-21,70.2,70.2,69.4,69.6,3818047,167407,86000,-178153,86.45,114,60,47,80.5
90,2023-03-22,70.2,71.3,69.7,71.0,5126035,31590,278973,-690867,86.45,114,60,47,80.5
91,2023-03-23,71.1,71.4,70.5,71.3,4245594,718964,176662,-605264,86.45,114,60,47,80.5
92,2023-03-24,71.5,72.7,71.2,72.3,5982122,840947,566170,-845950,86.45,114,60,47,80.5
93,2023-03-27,71.9,73.8,71.9,73.0,6845726,729656,-43000,-585793,86.57,109,60,48,80.68
94,2023-03-28,73.1,73.7,72.4,72.7,10470780,1179558,66709,214005,86.57,109,60,48,80.68
95,2023-03-29,72.5,73.3,72.1,73.0,8468652,2088096,10693,-46000,86.57,109,60,48,80.68
96,2023-03-30,73.1,73.5,72.5,73.5,4002071,1568312,-4241,-266000,86.57,109,60,48,80.68
97,2023-03-31,73.1,73.7,73.1,73.3,4940933,1046588,-182000,-538000,86.57,109,60,48,80.68
98,2023-04-06,73.9,74.4,73.1,74.4,6921954,2590206,-2000,-1036932,86.61,112,59,47,80.71
99,2023-04-07,74.4,74.4,73.2,73.2,2906631,405835,-36000,-363135,86.61,112,59,47,80.71
100,2023-04-10,73.2,73.9,73.1,73.4,4136636,2486835,35030,-34686,86.63,115,54,47,80.79
101,2023-04-11,73.6,74.3,73.4,73.8,6533450,1460948,-28000,-106111,86.63,115,54,47,80.79
102,2023-04-12,73.9,74.6,73.4,74.6,4933739,1316000,26102,-372051,86.63,115,54,47,80.79
103,2023-04-13,74.6,75.5,74.2,74.4,5245538,516696,116000,79000,86.63,115,54,47,80.79
104,2023-04-14,74.6,77.3,74.4,76.3,9096745,974328,100000,572575,86.63,115,54,47,80.79
105,2023-04-17,75.5,75.9,74.6,75.3,9093464,1170270,30000,-566000,86.54,115,57,49,80.54
106,2023-04-18,74.8,75.2,72.8,73.6,10469215,-2159000,87000,-241884,86.54,115,57,49,80.54
107,2023-04-19,73.6,74.5,72.9,73.2,6301530,1139000,-317633,77667,86.54,115,57,49,80.54
108,2023-04-20,73.2,73.6,72.7,72.9,4631168,940603,-225839,-263580,86.54,115,57,49,80.54
109,2023-04-21,72.9,74.1,72.5,73.2,9957737,-1876672,3825713,92149,86.54,115,57,49,80.54
110,2023-04-24,72.7,73.0,71.6,72.0,9028350,-2275870,3593000,-61815,86.54,113,59,50,80.5
111,2023-04-25,72.2,73.4,71.2,71.8,11405065,-1914281,4547000,468979,86.54,113,59,50,80.5
112,2023-04-26,71.6,72.4,71.5,72.2,9647925,-3494333,4400000,411084,86.54,113,59,50,80.5
113,2023-04-27,71.9,74.0,71.6,73.3,9524574,-4124262,4421000,238103,86.54,113,59,50,80.5
114,2023-04-28,73.8,74.4,72.5,73.5,6946194,480369,511000,66500,86.54,113,59,50,80.5
115,2023-05-02,73.6,75.9,73.6,75.9,8058713,1322359,607000,233997,86.56,111,63,47,80.57
116,2023-05-03,75.1,75.9,74.5,75.4,5436359,-504681,465000,150001,86.56,111,63,47,80.57
117,2023-05-04,75.0,76.2,74.6,76.0,5399539,-1240597,643884,-12001,86.56,111,63,47,80.57
118,2023-05-05,76.0,76.6,75.6,76.2,6138610,-970000,305884,230000,86.56,111,63,47,80.57
119,2023-05-08,76.2,77.2,75.9,76.9,6394597,-1696943,-99662,250270,86.6,112,58,46,80.75
120,2023-05-09,76.6,76.9,75.7,76.6,4129242,-91134,58000,39341,86.6,112,58,46,80.75
121,2023-05-10,76.6,76.6,75.1,76.6,5088534,807164,126885,119000,86.6,112,58,46,80.75
122,2023-05-11,76.6,77.3,76.5,77.2,4980505,1165308,543000,156059,86.6,112,58,46,80.75
123,2023-05-12,76.7,76.7,75.8,76.1,4332979,-731969,520577,54575,86.6,112,58,46,80.75
124,2023-05-15,75.9,76.8,75.3,76.4,4279400,-124852,725664,-29005,86.56,111,54,47,80.82
125,2023-05-16,77.0,78.7,76.2,78.6,10606787,-703016,251885,557549,86.56,111,54,47,80.82
126,2023-05-17,78.6,80.8,78.5,80.5,9996925,-1216714,141000,1520436,86.56,111,54,47,80.82
127,2023-05-18,80.7,82.4,80.6,82.0,8419735,1438321,330000,122973,86.56,111,54,47,80.82
128,2023-05-19,82.0,82.2,80.7,81.9,6730876,-1187286,720000,-441615,86.56,111,54,47,80.82
129,2023-05-22,81.1,82.6,80.5,81.4,7251947,44179,-362000,-519172,86.5,110,55,50,80.63
130,2023-05-23,80.6,80.7,79.1,80.2,8745824,-147122,-864000,-258168,86.5,110,55,50,80.63
131,2023-05-24,80.1,80.1,79.3,79.8,9167248,469464,-393000,-67443,86.5,110,55,50,80.63
132,2023-05-25,79.3,80.7,78.7,80.7,9749958,657120,-661000,39139,86.5,110,55,50,80.63
133,2023-05-26,80.6,84.5,80.5,83.3,14733743,144800,-384000,-120479,86.5,110,55,50,80.63
134,2023-05-29,84.5,87.6,84.4,86.4,16240694,372000,-711000,626831,86.17,113,54,47,80.39
135,2023-05-30,85.5,87.2,85.1,86.7,14562055,-2351990,3124000,-144420,86.17,113,54,47,80.39
136,2023-05-31,87.0,89.0,85.6,89.0,38949089,-3151740,5955902,179625,86.17,113,54,47,80.39
137,2023-06-01,87.8,88.2,86.2,86.2,13653349,-5298051,1285000,340015,86.17,113,54,47,80.39
138,2023-06-02,86.4,90.9,86.3,89.8,18726903,-2257076,136940,378797,86.17,113,54,47,80.39
139,2023-06-05,93.4,96.0,89.6,96.0,25657497,-587774,159568,865172,86.24,108,57,54,80.24
140,2023-06-06,94.0,94.1,92.0,93.9,11768510,-1762325,128532,-482879,86.24,108,57,54,80.24
141,2023-06-07,95.2,97.5,93.6,96.2,18787045,-4555886,1719542,730632,86.24,108,57,54,80.24
142,2023-06-08,95.0,95.8,92.5,93.8,13880851,-3181050,3342775,-306928,86.24,108,57,54,80.24
143,2023-06-09,94.7,99.0,93.3,97.6,19050191,-3141445,459000,587854,86.24,108,57,54,80.24
144,2023-06-12,101.0,107.0,101.0,103.0,27723121,-1552100,-185000,166495,86.08,111,53,48,80.36
145,2023-06-13,104.0,104.5,101.0,103.0,20428066,-2450567,-590000,261778,86.08,111,53,48,80.36
146,2023-06-14,101.5,105.5,99.9,101.0,25777250,-1815710,-226000,653863,86.08,111,53,48,80.36
147,2023-06-15,104.5,111.0,103.5,111.0,36268766,-1241269,1116883,710701,86.08,111,53,48,80.36
148,2023-06-16,112.0,112.0,104.0,105.0,71062705,-16693321,26223,2266996,86.08,111,53,48,80.36
149,2023-06-19,105.0,111.5,103.0,107.0,40342671,190928,-1309351,-402397,85.85,114,58,50,79.84
150,2023-06-20,106.0,107.0,104.5,105.0,31960154,2962710,-4097000,-492081,85.85,114,58,50,79.84
151,2023-06-21,103.5,107.0,102.0,105.0,24687741,-1253363,-845322,-445495,85.85,114,58,50,79.84
152,2023-06-26,102.0,102.5,98.8,101.0,23830194,3560833,-2249000,-276158,85.81,112,60,48,79.83
153,2023-06-27,100.0,101.5,98.6,99.3,17198830,4174023,-1392720,-769381,85.81,112,60,48,79.83
154,2023-06-28,99.5,102.5,98.9,100.0,17100392,-445391,-344329,28865,85.81,112,60,48,79.83
155,2023-06-29,100.0,103.0,100.0,102.0,13028915,-2392223,486797,186633,85.81,112,60,48,79.83
156,2023-06-30,101.5,105.0,100.5,103.5,17223325,-2844914,1310000,181242,85.81,112,60,48,79.83
157,2023-07-03,108.0,113.5,106.5,113.5,47622595,-5325504,5212000,2035084,85.51,114,56,54,79.41
158,2023-07-04,115.5,121.0,114.0,119.0,65814478,-16442503,3520000,1904813,85.51,114,56,54,79.41
159,2023-07-05,119.0,119.0,112.0,115.0,32730722,-3340648,1682000,-688031,85.51,114,56,54,79.41
160,2023-07-06,112.0,118.5,111.5,114.5,40482336,-5976047,1964000,487984,85.51,114,56,54,79.41
161,2023-07-07,112.0,116.0,110.0,111.0,35589290,-4612461,2775277,599451,85.51,114,56,54,79.41
162,2023-07-10,111.5,115.5,110.5,112.0,29036905,-4480872,1107000,395798,85.69,116,61,51,79.55
163,2023-07-11,115.0,123.0,114.0,120.0,62502074,-4484053,1931150,2177397,85.69,116,61,51,79.55
164,2023-07-12,123.0,129.0,122.0,126.5,92020659,-13977616,1696435,4677876,85.69,116,61,51,79.55
165,2023-07-13,129.0,139.0,127.5,134.0,111674529,-14332784,1340114,2875195,85.69,116,61,51,79.55
166,2023-07-14,138.5,146.0,130.0,144.0,123994021,-13105606,2066114,-878660,85.69,116,61,51,79.55
167,2023-07-17,141.0,153.5,140.0,145.5,94853440,-9115370,2182929,1789215,85.23,121,62,47,79.09
168,2023-07-18,150.5,151.0,131.5,139.5,103368120,1169474,1344450,-4525047,85.23,121,62,47,79.09
169,2023-07-19,143.5,144.5,135.5,136.5,60724371,-1774106,-1828000,638397,85.23,121,62,47,79.09
170,2023-07-20,137.0,140.5,134.5,139.0,42802722,-7003836,422000,148470,85.23,121,62,47,79.09
171,2023-07-21,134.5,149.5,134.0,146.0,83226164,-9980980,369000,2954618,85.23,121,62,47,79.09
172,2023-07-24,149.5,151.5,142.0,149.0,102672648,-15816210,1791991,269279,84.9,115,59,52,78.76
173,2023-07-25,151.5,154.0,139.0,142.0,117101629,-2606157,651000,-1323419,84.9,115,59,52,78.76
174,2023-07-26,142.0,149.5,139.0,146.5,80309008,6843261,2018661,-1317890,84.9,115,59,52,78.76
175,2023-07-27,149.5,151.0,144.0,145.0,64735092,-5200072,2027957,-634198,84.9,115,59,52,78.76
176,2023-07-28,146.0,159.5,140.0,159.5,111259689,-2650310,5477991,3833717,84.9,115,59,52,78.76
177,2023-07-31,170.0,174.5,145.0,150.5,221244282,-18923929,7005000,-4410600,83.84,117,67,50,77.48
178,2023-08-01,150.5,156.0,146.0,154.0,111508869,-7136342,1711000,-121876,83.84,117,67,50,77.48
179,2023-08-02,155.0,156.0,139.0,139.0,106345892,-11179014,1213000,-4048062,83.84,117,67,50,77.48
180,2023-08-04,133.0,143.5,131.0,140.0,106985504,15736027,-64000,-5409350,83.84,117,67,50,77.48
181,2023-08-07,140.5,151.0,137.5,148.0,123120650,-1258178,913000,-4740844,83.81,115,74,38,77.79
182,2023-08-08,147.0,148.5,137.0,143.0,90094356,4473656,-1229000,-1970657,83.81,115,74,38,77.79
183,2023-08-09,138.5,143.5,137.0,141.0,47202120,9529967,-931000,-1077844,83.81,115,74,38,77.79
184,2023-08-10,138.5,140.5,130.0,139.0,56006090,9779743,2117000,-1536742,83.81,115,74,38,77.79
185,2023-08-11,141.0,142.0,136.5,137.0,33082090,493971,-1386000,-58373,83.81,115,74,38,77.79
186,2023-08-14,134.0,140.5,134.0,136.5,29464428,2086434,1298466,9975,83.92,108,72,42,77.96
187,2023-08-15,141.5,146.0,140.0,143.5,47245866,2228223,2605000,2408177,83.92,108,72,42,77.96
188,2023-08-16,140.5,147.0,140.0,147.0,43273106,-1811843,806795,-730465,83.92,108,72,42,77.96
189,2023-08-17,145.0,151.0,143.5,150.0,46495223,701230,290542,1004266,83.92,108,72,42,77.96
190,2023-08-18,150.0,153.0,142.0,146.0,50951644,-5518151,419000,-257201,83.92,108,72,42,77.96
191,2023-08-21,147.5,149.0,140.5,144.0,36667984,6256092,-1833000,-752251,84.22,111,73,38,78.33
192,2023-08-22,149.0,154.0,146.0,149.0,67790319,5596084,945119,496563,84.22,111,73,38,78.33
193,2023-08-23,149.5,150.0,145.0,148.5,35502749,-6488283,307000,329816,84.22,111,73,38,78.33
194,2023-08-24,155.0,157.5,149.5,151.5,70560896,7263649,1208000,33726,84.22,111,73,38,78.33
195,2023-08-25,147.0,151.0,144.5,145.0,35518163,-5861174,4610,-926813,84.22,111,73,38,78.33
196,2023-08-28,146.0,146.0,136.5,138.5,35722734,2230659,-3975808,156469,83.67,109,81,47,77.23
197,2023-08-29,140.5,143.5,138.0,141.5,24396296,4923026,-1862000,-569917,83.67,109,81,47,77.23
198,2023-08-30,145.0,145.5,137.5,138.5,32063885,-2755384,-3667000,89958,83.67,109,81,47,77.23
199,2023-08-31,136.0,138.5,134.0,137.0,44638042,4964892,-6464030,302396,83.67,109,81,47,77.23
200,2023-09-01,138.0,139.0,133.0,134.5,30383754,4207745,-7549429,-140118,83.67,109,81,47,77.23
201,2023-09-04,135.5,136.5,132.0,134.0,27074894,5170673,-6718718,270743,83.28,102,84,44,77.02
202,2023-09-05,133.0,134.5,130.0,134.0,34391585,2528767,-6464076,46400,83.28,102,84,44,77.02
203,2023-09-06,134.0,137.0,133.5,134.5,18225477,-1571505,-915722,115207,83.28,102,84,44,77.02
204,2023-09-07,133.5,136.0,132.0,134.0,16518776,-1288358,66629,148721,83.28,102,84,44,77.02
205,2023-09-08,135.0,137.5,133.5,134.5,23165080,231476,-804721,-627141,83.28,102,84,44,77.02
206,2023-09-11,134.5,135.0,125.0,127.5,35428716,6679100,-734110,-238082,83.21,104,77,43,77.14
207,2023-09-12,127.0,127.5,123.5,125.0,28806894,6187932,-3657000,121306,83.21,104,77,43,77.14
208,2023-09-13,124.5,126.0,121.5,124.0,29448939,6988194,-4403820,-276936,83.21,104,77,43,77.14
209,2023-09-14,126.0,129.5,125.0,126.5,28073176,3792398,-2478000,482033,83.21,104,77,43,77.14
210,2023-09-15,128.0,129.5,126.0,126.0,55235313,-27464378,26731308,102008,83.21,104,77,43,77.14
211,2023-09-18,123.0,123.0,119.5,121.0,34996536,6141979,-3976094,-642590,83.07,104,74,46,76.99
212,2023-09-19,121.5,124.0,119.5,120.0,22669002,3540469,-2228281,-418324,83.07,104,74,46,76.99
213,2023-09-20,120.5,124.0,119.5,120.0,24274399,6788047,-5070563,-588825,83.07,104,74,46,76.99
214,2023-09-21,119.0,120.0,116.5,119.0,19021438,1714022,-2379792,444682,83.07,104,74,46,76.99
215,2023-09-22,117.5,120.5,116.0,120.0,17629827,-135966,240438,217163,83.07,104,74,46,76.99
216,2023-09-25,120.0,121.0,118.5,120.0,10691232,335124,356000,-72329,82.98,105,68,50,76.89
217,2023-09-26,120.0,122.0,119.0,120.0,12848748,1160480,-672412,-101043,82.98,105,68,50,76.89
218,2023-09-27,119.0,120.0,116.5,120.0,15237043,657598,340707,-41524,82.98,105,68,50,76.89
219,2023-09-28,121.0,124.0,119.0,121.5,25024415,-1002958,-1035000,-304885,82.98,105,68,50,76.89
220,2023-10-02,122.0,128.0,120.5,125.5,34454255,-5001888,2734750,1204061,82.87,105,71,48,76.79
221,2023-10-03,125.5,127.0,122.5,123.0,19080860,-4945763,1927919,410098,82.87,105,71,48,76.79
222,2023-10-04,120.5,121.5,119.0,121.0,14501826,1759609,-123457,-429798,82.87,105,71,48,76.79
223,2023-10-05,122.0,122.5,120.5,121.5,13384118,1692832,-2487571,584039,82.87,105,71,48,76.79
224,2023-10-06,123.0,124.5,119.0,119.5,16894372,-3086567,-514000,-125740,82.87,105,71,48,76.79
225,2023-10-11,123.5,125.5,119.5,119.5,32199627,6025055,108000,199359,82.79,111,68,42,76.91
226,2023-10-12,121.5,124.0,120.5,122.5,15426590,519182,16726,-31847,82.79,111,68,42,76.91
227,2023-10-13,121.0,121.5,113.5,115.5,35187208,-4968367,-717262,-95074,82.79,111,68,42,76.91
228,2023-10-16,114.0,115.0,112.5,113.0,17853283,2468183,-3261639,560424,82.56,114,67,39,76.75
229,2023-10-17,112.5,114.0,108.0,109.5,38946532,4842454,-3283000,400214,82.56,114,67,39,76.75
230,2023-10-18,107.5,109.5,103.5,106.0,35317767,5744274,-382842,532745,82.56,114,67,39,76.75
231,2023-10-19,105.5,108.0,105.0,107.0,17654007,479580,-58000,674844,82.56,114,67,39,76.75
232,2023-10-20,106.0,108.5,103.0,108.0,28071756,840686,873454,215064,82.56,114,67,39,76.75
233,2023-10-23,107.0,108.5,105.0,106.0,21932979,5443006,-2919274,368267,82.5,112,69,39,76.68
234,2023-10-24,107.5,109.5,106.5,109.0,24490498,4300778,995229,-107497,82.5,112,69,39,76.68
235,2023-10-25,110.0,110.0,108.0,109.0,19170491,119819,632726,-75177,82.5,112,69,39,76.68
236,2023-10-26,106.0,108.0,105.5,107.0,11665965,-894920,243525,32298,82.5,112,69,39,76.68
237,2023-10-27,108.0,110.0,107.5,108.5,11164451,-505135,319446,-147563,82.5,112,69,39,76.68
238,2023-10-30,108.0,109.5,106.0,107.0,16067612,-3476685,558726,-1701220,82.53,111,69,38,76.75
239,2023-10-31,108.0,108.5,100.0,100.0,49048075,-10621376,2162000,621821,82.53,111,69,38,76.75
240,2023-11-01,101.0,104.5,100.0,103.5,29099016,261049,2110494,-592698,82.53,111,69,38,76.75
241,2023-11-02,107.0,110.0,106.5,108.5,26755834,-1011000,1978685,274795,82.53,111,69,38,76.75
242,2023-11-03,110.0,111.5,108.5,109.0,19300253,-2679874,447000,22043,82.53,111,69,38,76.75
243,2023-11-06,111.0,111.5,110.0,111.0,13450821,-978299,148000,305499,82.71,107,68,38,77.07
244,2023-11-07,110.5,111.0,109.5,110.5,10872182,-4180700,326000,113692,82.71,107,68,38,77.07
245,2023-11-08,111.0,116.5,111.0,113.5,26236554,-4464033,-85000,894625,82.71,107,68,38,77.07
246,2023-11-09,111.0,113.5,108.5,112.0,28037553,-706576,375000,-35228,82.71,107,68,38,77.07
247,2023-11-10,111.5,114.0,110.5,112.5,12215284,-2445974,211000,-47315,82.71,107,68,38,77.07
248,2023-11-13,115.0,115.5,111.0,112.5,14596444,-5493012,-82000,267351,82.72,102,67,34,77.35
249,2023-11-14,112.5,114.0,111.0,113.0,12186941,-2458526,309000,132980,82.72,102,67,34,77.35
250,2023-11-15,115.5,117.0,112.0,112.5,21861279,-3760506,-791000,230814,82.72,102,67,34,77.35
251,2023-11-16,113.5,114.0,110.0,110.5,13868827,-1116868,-111000,-1032396,82.72,102,67,34,77.35
252,2023-11-17,110.5,110.5,108.5,109.5,16297586,-722333,-37000,-310555,82.72,102,67,34,77.35
