,ds,open_price,high_price,low_price,y,volume,foreign,investment,dealer,ratio_over_400_shares,shareholders_400_to_600,shareholders_600_to_800,shareholders_800_to_1000,ratio_over_1000_shares
0,2022-11-01,768.0,785.0,768.0,782.0,588748,130600,39000,-37684,69.37,21,8,3,52.12
1,2022-11-02,782.0,804.0,779.0,798.0,896125,76445,77000,10680,69.37,21,8,3,52.12
2,2022-11-03,792.0,803.0,783.0,796.0,673024,17266,0,15713,69.37,21,8,3,52.12
3,2022-11-04,796.0,801.0,784.0,796.0,612322,108605,-114000,-6903,69.37,21,8,3,52.12
4,2022-11-07,801.0,802.0,785.0,796.0,541536,43180,-17000,3920,69.55,20,9,3,51.98
5,2022-11-08,809.0,824.0,791.0,796.0,869696,85100,-62000,28010,69.55,20,9,3,51.98
6,2022-11-09,806.0,818.0,806.0,811.0,545587,126898,-12089,4327,69.55,20,9,3,51.98
7,2022-11-10,806.0,809.0,791.0,799.0,535401,85109,-61000,-6941,69.55,20,9,3,51.98
8,2022-11-11,825.0,836.0,795.0,798.0,1087129,166130,-47000,-78909,69.55,20,9,3,51.98
9,2022-11-14,811.0,819.0,787.0,787.0,1034883,179327,-78000,-12000,69.38,19,9,4,51.92
10,2022-11-15,795.0,795.0,769.0,780.0,828477,-51855,-193953,-3000,69.38,19,9,4,51.92
11,2022-11-16,788.0,810.0,786.0,805.0,848873,127652,-16000,41103,69.38,19,9,4,51.92
12,2022-11-17,805.0,836.0,801.0,829.0,1119529,46300,280000,43235,69.38,19,9,4,51.92
13,2022-11-18,835.0,855.0,830.0,848.0,1212202,-147807,172000,-33070,69.38,19,9,4,51.92
14,2022-11-21,852.0,872.0,845.0,870.0,976477,-66386,192000,1337,69.41,18,8,5,52.0
15,2022-11-22,870.0,877.0,858.0,866.0,838189,100190,150000,-27941,69.41,18,8,5,52.0
16,2022-11-23,869.0,883.0,864.0,873.0,545930,-70000,70000,10000,69.41,18,8,5,52.0
17,2022-11-24,878.0,896.0,867.0,895.0,560984,140895,1000,-15322,69.41,18,8,5,52.0
18,2022-11-25,886.0,890.0,870.0,886.0,747264,24192,50000,-35556,69.41,18,8,5,52.0
19,2022-11-28,868.0,884.0,868.0,879.0,583708,263000,-50000,-9131,69.7,18,9,4,52.13
20,2022-11-29,882.0,884.0,866.0,873.0,489833,62174,-52000,-16912,69.7,18,9,4,52.13
21,2022-11-30,880.0,880.0,860.0,864.0,467410,-31465,-8000,-26130,69.7,18,9,4,52.13
22,2022-12-01,870.0,891.0,866.0,887.0,761405,194003,-26000,21615,69.7,18,9,4,52.13
23,2022-12-02,882.0,891.0,873.0,886.0,315594,21517,-45000,-29000,69.7,18,9,4,52.13
24,2022-12-05,882.0,904.0,879.0,883.0,465969,-125655,-16778,1031,70.16,20,7,5,52.11
25,2022-12-06,883.0,885.0,870.0,870.0,306388,50002,-48000,2950,70.16,20,7,5,52.11
26,2022-12-07,870.0,870.0,852.0,857.0,314917,43007,-38000,-19811,70.16,20,7,5,52.11
27,2022-12-08,853.0,881.0,853.0,873.0,496409,10870,40000,8467,70.16,20,7,5,52.11
28,2022-12-09,883.0,893.0,876.0,884.0,359412,59039,0,11665,70.16,20,7,5,52.11
29,2022-12-12,880.0,890.0,872.0,886.0,274319,16174,-8000,-8745,69.69,19,7,5,52.18
30,2022-12-13,892.0,898.0,878.0,883.0,329442,-3999,-26474,-21024,69.69,19,7,5,52.18
31,2022-12-14,887.0,919.0,881.0,913.0,563800,-7114,40000,29057,69.69,19,7,5,52.18
32,2022-12-15,909.0,924.0,904.0,913.0,484450,41792,-34000,0,69.69,19,7,5,52.18
33,2022-12-16,894.0,908.0,882.0,889.0,485344,7885,-13184,-5868,69.69,19,7,5,52.18
34,2022-12-19,895.0,895.0,851.0,855.0,605584,-14614,-7000,3871,70.19,21,7,5,51.65
35,2022-12-20,860.0,864.0,818.0,823.0,830422,139363,-59000,-799,70.19,21,7,5,51.65
36,2022-12-21,828.0,829.0,801.0,807.0,688473,109208,-137000,-17346,70.19,21,7,5,51.65
37,2022-12-22,816.0,832.0,811.0,826.0,604138,-210065,-30000,27623,70.19,21,7,5,51.65
38,2022-12-23,812.0,831.0,799.0,829.0,375254,-154139,52000,-4919,70.19,21,7,5,51.65
39,2022-12-26,829.0,840.0,822.0,831.0,378871,-128328,33000,693,69.44,19,7,5,51.82
40,2022-12-27,836.0,841.0,820.0,823.0,439271,-4030,-121000,-8655,69.44,19,7,5,51.82
41,2022-12-28,819.0,819.0,795.0,802.0,418707,-14304,-19000,-27968,69.44,19,7,5,51.82
42,2022-12-29,799.0,818.0,788.0,810.0,601480,-80931,136000,-1629,69.44,19,7,5,51.82
43,2022-12-30,818.0,836.0,816.0,826.0,470892,-141193,105000,-8496,69.44,19,7,5,51.82
44,2023-01-03,823.0,843.0,820.0,824.0,575143,-27058,-12000,21879,68.16,16,9,4,51.48
45,2023-01-04,821.0,831.0,800.0,803.0,531897,-65412,-72000,6894,68.16,16,9,4,51.48
46,2023-01-05,818.0,818.0,766.0,789.0,1354669,17185,-169000,-29573,68.16,16,9,4,51.48
47,2023-01-06,789.0,791.0,778.0,785.0,465948,-169432,-5000,-1105,68.16,16,9,4,51.48
48,2023-01-09,797.0,834.0,797.0,833.0,1222589,41250,15000,59256,67.73,17,8,5,50.74
49,2023-01-10,829.0,838.0,821.0,832.0,751876,-32011,-2184,11206,67.73,17,8,5,50.74
50,2023-01-11,839.0,839.0,815.0,821.0,568740,-2149,-17000,-52365,67.73,17,8,5,50.74
51,2023-01-12,821.0,821.0,765.0,788.0,2204436,-730047,-111000,7931,67.73,17,8,5,50.74
52,2023-01-13,796.0,799.0,782.0,783.0,540354,-79050,-14000,1734,67.73,17,8,5,50.74
53,2023-01-16,790.0,790.0,769.0,771.0,726598,-144422,-54000,24885,66.79,14,7,6,50.89
54,2023-01-17,770.0,781.0,761.0,774.0,629311,-176280,-1000,-1742,66.79,14,7,6,50.89
55,2023-01-30,799.0,805.0,768.0,770.0,1573724,31443,115913,64755,67.48,16,6,6,51.25
56,2023-01-31,768.0,777.0,749.0,758.0,1513995,161811,-241000,27634,67.48,16,6,6,51.25
57,2023-02-01,770.0,792.0,766.0,789.0,1303072,12932,-4000,58740,67.48,16,6,6,51.25
58,2023-02-02,798.0,831.0,798.0,829.0,1858873,-71872,136913,105898,67.48,16,6,6,51.25
59,2023-02-03,828.0,828.0,812.0,822.0,672049,-126693,34000,-7413,67.48,16,6,6,51.25
60,2023-02-06,820.0,840.0,812.0,837.0,699820,-1805,19000,-15980,68.07,16,6,6,51.59
61,2023-02-07,836.0,843.0,824.0,838.0,600466,88140,-32000,7224,68.07,16,6,6,51.59
62,2023-02-08,842.0,845.0,832.0,833.0,619792,-89875,14500,-36075,68.07,16,6,6,51.59
63,2023-02-09,830.0,867.0,819.0,859.0,1272641,43743,79000,52963,68.07,16,6,6,51.59
64,2023-02-10,852.0,865.0,851.0,858.0,570166,152329,6000,-40846,68.07,16,6,6,51.59
65,2023-02-13,857.0,865.0,841.0,844.0,509749,-54000,19000,-10999,68.15,17,6,6,51.19
66,2023-02-14,854.0,857.0,832.0,832.0,533230,-59559,3600,-5000,68.15,17,6,6,51.19
67,2023-02-15,832.0,840.0,827.0,834.0,452104,220987,3000,-96,68.15,17,6,6,51.19
68,2023-02-16,837.0,844.0,823.0,830.0,1056142,294880,0,-643,68.15,17,6,6,51.19
69,2023-02-17,825.0,830.0,814.0,824.0,740225,169238,-317604,7948,68.15,17,6,6,51.19
70,2023-02-20,830.0,837.0,820.0,831.0,461672,109394,-18000,-11000,68.21,16,7,6,51.25
71,2023-02-21,827.0,838.0,827.0,828.0,257613,20963,-30000,-34911,68.21,16,7,6,51.25
72,2023-02-22,826.0,826.0,804.0,818.0,676746,-73339,-47000,-32607,68.21,16,7,6,51.25
73,2023-02-23,818.0,850.0,808.0,839.0,1221573,280107,-87000,37975,68.21,16,7,6,51.25
74,2023-02-24,848.0,886.0,843.0,861.0,1347318,96052,49063,62816,68.21,16,7,6,51.25
75,2023-03-01,861.0,878.0,857.0,857.0,554465,-79921,22000,14285,67.7,14,7,7,51.17
76,2023-03-02,862.0,865.0,828.0,836.0,795558,-257390,-5113,22203,67.7,14,7,7,51.17
77,2023-03-03,843.0,856.0,817.0,817.0,1010077,-258339,-51000,-1149,67.7,14,7,7,51.17
78,2023-03-06,817.0,837.0,806.0,833.0,856074,-71727,6000,21392,68.07,14,5,9,51.27
79,2023-03-07,833.0,835.0,818.0,825.0,514184,-199877,-14000,26525,68.07,14,5,9,51.27
80,2023-03-08,825.0,831.0,816.0,821.0,428114,-35559,-100000,-3068,68.07,14,5,9,51.27
81,2023-03-09,830.0,832.0,817.0,817.0,548038,-82241,-27000,-1860,68.07,14,5,9,51.27
82,2023-03-10,812.0,815.0,802.0,803.0,548286,-75708,-5000,2223,68.07,14,5,9,51.27
83,2023-03-13,801.0,802.0,781.0,787.0,881048,16143,-10112,-9755,67.43,17,3,8,51.25
84,2023-03-14,789.0,795.0,780.0,780.0,450638,-92512,54000,2505,67.43,17,3,8,51.25
85,2023-03-15,794.0,812.0,791.0,791.0,711859,-60626,-18808,19892,67.43,17,3,8,51.25
86,2023-03-16,787.0,800.0,780.0,782.0,469249,-63420,-55000,-4298,67.43,17,3,8,51.25
87,2023-03-17,796.0,818.0,796.0,808.0,680657,133109,-60000,76440,67.43,17,3,8,51.25
88,2023-03-20,814.0,888.0,814.0,888.0,2579901,334828,148000,120789,66.84,15,4,8,50.94
89,2023-03-21,904.0,939.0,904.0,918.0,3140024,249767,-95000,-76252,66.84,15,4,8,50.94
90,2023-03-22,907.0,922.0,876.0,887.0,3068319,243414,-120000,121803,66.84,15,4,8,50.94
91,2023-03-23,885.0,910.0,872.0,887.0,1888687,-92337,108000,8963,66.84,15,4,8,50.94
92,2023-03-24,901.0,906.0,879.0,896.0,1401923,82841,9827,-11692,66.84,15,4,8,50.94
93,2023-03-27,903.0,920.0,894.0,916.0,1057948,-2958,104000,51574,67.85,17,4,7,51.94
94,2023-03-28,922.0,950.0,912.0,918.0,1923079,392724,-18558,-28752,67.85,17,4,7,51.94
95,2023-03-29,933.0,938.0,916.0,921.0,983756,52612,67000,812,67.85,17,4,7,51.94
96,2023-03-30,932.0,956.0,926.0,927.0,1342778,-2051,50809,13728,67.85,17,4,7,51.94
97,2023-03-31,938.0,938.0,909.0,918.0,658823,1931,0,-66524,67.85,17,4,7,51.94
98,2023-04-06,918.0,921.0,895.0,915.0,519726,222,5000,-3480,67.9,17,4,7,52.03
99,2023-04-07,921.0,926.0,913.0,913.0,367778,125000,-1000,-1036,67.9,17,4,7,52.03
100,2023-04-10,919.0,939.0,919.0,930.0,604559,206000,8000,20671,67.89,17,7,6,51.54
101,2023-04-11,938.0,946.0,926.0,928.0,658630,65292,0,4689,67.89,17,7,6,51.54
102,2023-04-12,928.0,952.0,921.0,948.0,959900,136972,8888,29239,67.89,17,7,6,51.54
103,2023-04-13,951.0,960.0,925.0,925.0,647923,-50431,0,-32992,67.89,17,7,6,51.54
104,2023-04-14,933.0,937.0,927.0,932.0,315084,36600,18000,-38651,67.89,17,7,6,51.54
105,2023-04-17,938.0,943.0,932.0,937.0,290291,73129,-6000,-17137,68.54,19,7,6,51.39
106,2023-04-18,940.0,943.0,922.0,928.0,311768,-50639,23341,3100,68.54,19,7,6,51.39
107,2023-04-19,926.0,937.0,926.0,929.0,293361,44251,12000,-39006,68.54,19,7,6,51.39
108,2023-04-20,929.0,929.0,908.0,908.0,378972,40757,-8259,-58065,68.54,19,7,6,51.39
109,2023-04-21,910.0,913.0,883.0,896.0,519089,852,39000,-7331,68.54,19,7,6,51.39
110,2023-04-24,897.0,903.0,888.0,902.0,278528,46793,41000,-23934,68.48,20,7,5,51.5
111,2023-04-25,905.0,907.0,858.0,865.0,660096,-65502,34000,-25294,68.48,20,7,5,51.5
112,2023-04-26,851.0,868.0,850.0,865.0,469423,33153,13000,17612,68.48,20,7,5,51.5
113,2023-04-27,873.0,900.0,864.0,888.0,681934,13694,110000,17640,68.48,20,7,5,51.5
114,2023-04-28,903.0,907.0,872.0,878.0,679409,-194463,-11601,19044,68.48,20,7,5,51.5
115,2023-05-02,884.0,932.0,884.0,925.0,842574,240092,10000,-1846,68.45,18,9,5,51.64
116,2023-05-03,920.0,937.0,918.0,925.0,540377,-78898,41000,4640,68.45,18,9,5,51.64
117,2023-05-04,925.0,935.0,915.0,916.0,377763,-37368,23000,-24471,68.45,18,9,5,51.64
118,2023-05-05,925.0,947.0,922.0,935.0,1197602,392868,45000,4617,68.45,18,9,5,51.64
119,2023-05-08,950.0,950.0,926.0,927.0,742578,-171120,21500,-38130,67.63,15,10,5,51.56
120,2023-05-09,927.0,931.0,913.0,925.0,546464,108794,-90422,11881,67.63,15,10,5,51.56
121,2023-05-10,930.0,930.0,914.0,920.0,439650,137256,-1653,-43097,67.63,15,10,5,51.56
122,2023-05-11,920.0,922.0,909.0,910.0,708193,246750,-147538,-5097,67.63,15,10,5,51.56
123,2023-05-12,907.0,907.0,880.0,898.0,880268,-52000,101462,13946,67.63,15,10,5,51.56
124,2023-05-15,905.0,905.0,893.0,894.0,387432,31000,5151,-25150,67.6,16,9,5,51.39
125,2023-05-16,902.0,908.0,891.0,892.0,434423,-128343,-6000,13051,67.6,16,9,5,51.39
126,2023-05-17,892.0,907.0,888.0,903.0,465408,-45720,1261,42094,67.6,16,9,5,51.39
127,2023-05-18,907.0,939.0,907.0,923.0,863914,133035,28155,48355,67.6,16,9,5,51.39
128,2023-05-19,930.0,937.0,915.0,929.0,607820,10233,-1191,-8775,67.6,16,9,5,51.39
129,2023-05-22,934.0,939.0,918.0,921.0,331501,8075,-56781,-7000,66.9,13,9,6,51.1
130,2023-05-23,929.0,929.0,902.0,906.0,522374,-107267,-46000,18763,66.9,13,9,6,51.1
131,2023-05-24,907.0,907.0,887.0,893.0,639186,-21000,-149672,-22004,66.9,13,9,6,51.1
132,2023-05-25,902.0,957.0,901.0,930.0,1748160,597192,-63000,84577,66.9,13,9,6,51.1
133,2023-05-26,956.0,980.0,912.0,916.0,1723987,50483,21000,-80968,66.9,13,9,6,51.1
134,2023-05-29,943.0,948.0,908.0,909.0,930520,-121564,-120655,-9471,66.08,11,9,5,52.21
135,2023-05-30,925.0,976.0,915.0,967.0,2296280,523778,-17109,42083,66.08,11,9,5,52.21
136,2023-05-31,964.0,964.0,871.0,871.0,3508826,-1054798,-478659,-119487,66.08,11,9,5,52.21
137,2023-06-01,860.0,887.0,858.0,875.0,1966101,-490155,-109457,43198,66.08,11,9,5,52.21
138,2023-06-02,887.0,903.0,876.0,883.0,1496562,-65600,29337,-17832,66.08,11,9,5,52.21
139,2023-06-05,892.0,898.0,875.0,878.0,1125264,-184713,-244599,-35008,64.96,13,7,6,50.15
140,2023-06-06,881.0,883.0,860.0,862.0,1112065,-21258,-107293,-30455,64.96,13,7,6,50.15
141,2023-06-07,870.0,905.0,870.0,884.0,2465420,713072,-105420,10586,64.96,13,7,6,50.15
142,2023-06-08,878.0,881.0,823.0,831.0,2729960,-876572,-69219,-99580,64.96,13,7,6,50.15
143,2023-06-09,841.0,851.0,826.0,840.0,1228855,4400,-20547,7090,64.96,13,7,6,50.15
144,2023-06-12,843.0,883.0,843.0,864.0,1773600,146229,16000,63472,64.66,13,7,7,49.32
145,2023-06-13,870.0,878.0,865.0,873.0,1084396,-292939,39562,622,64.66,13,7,7,49.32
146,2023-06-14,864.0,876.0,856.0,872.0,948751,-39917,-94219,-6256,64.66,13,7,7,49.32
147,2023-06-15,882.0,882.0,850.0,855.0,1586000,-350206,-370868,17307,64.66,13,7,7,49.32
148,2023-06-16,866.0,900.0,865.0,887.0,2965077,697330,-115848,-80778,64.66,13,7,7,49.32
149,2023-06-19,881.0,891.0,866.0,885.0,1252145,-269005,-234532,43,65.55,14,6,7,50.39
150,2023-06-20,886.0,900.0,886.0,890.0,904585,241020,-15219,-6377,65.55,14,6,7,50.39
151,2023-06-21,895.0,904.0,889.0,890.0,904794,150863,46742,-28220,65.55,14,6,7,50.39
152,2023-06-26,886.0,897.0,872.0,891.0,887106,-115000,0,-12046,65.32,12,8,6,50.23
153,2023-06-27,897.0,900.0,877.0,877.0,919925,-209000,-85819,12688,65.32,12,8,6,50.23
154,2023-06-28,880.0,888.0,848.0,849.0,1879529,-382596,-321006,-14151,65.32,12,8,6,50.23
155,2023-06-29,857.0,866.0,841.0,852.0,1339519,43002,-504168,6113,65.32,12,8,6,50.23
156,2023-06-30,852.0,862.0,849.0,860.0,608016,59387,-138919,8957,65.32,12,8,6,50.23
157,2023-07-03,861.0,878.0,858.0,858.0,826704,103411,-256112,22737,65.75,12,9,6,50.27
158,2023-07-04,866.0,866.0,847.0,848.0,968290,182709,-433630,-11,65.75,12,9,6,50.27
159,2023-07-05,855.0,859.0,844.0,849.0,695704,84442,-130430,-4264,65.75,12,9,6,50.27
160,2023-07-06,849.0,854.0,844.0,844.0,771956,293005,-253804,-12100,65.75,12,9,6,50.27
161,2023-07-07,842.0,842.0,827.0,829.0,906443,69525,-347077,-1014,65.75,12,9,6,50.27
162,2023-07-10,843.0,843.0,815.0,819.0,704404,103525,-81237,-5115,65.35,12,10,5,49.79
163,2023-07-11,829.0,831.0,809.0,824.0,1013141,347408,-336800,21198,65.35,12,10,5,49.79
164,2023-07-12,831.0,834.0,805.0,810.0,1422971,163450,-307294,-1252,65.35,12,10,5,49.79
165,2023-07-13,820.0,845.0,820.0,829.0,1651901,268786,-29219,57954,65.35,12,10,5,49.79
166,2023-07-14,837.0,838.0,789.0,794.0,2129851,-970040,-313444,38557,65.35,12,10,5,49.79
167,2023-07-17,797.0,798.0,762.0,767.0,1828578,179858,-570622,13164,64.7,15,8,4,49.83
168,2023-07-18,770.0,788.0,764.0,782.0,1315772,-6103,-185495,57869,64.7,15,8,4,49.83
169,2023-07-19,783.0,793.0,783.0,786.0,970879,359765,-223739,-57116,64.7,15,8,4,49.83
170,2023-07-20,786.0,816.0,783.0,785.0,2336174,823816,-813000,15737,64.7,15,8,4,49.83
171,2023-07-21,784.0,789.0,768.0,771.0,1750872,666929,-545302,-66089,64.7,15,8,4,49.83
172,2023-07-24,780.0,791.0,763.0,769.0,1348977,480980,-438944,11591,63.96,14,8,3,50.55
173,2023-07-25,780.0,784.0,767.0,771.0,946099,382714,-134886,21350,63.96,14,8,3,50.55
174,2023-07-26,779.0,782.0,750.0,753.0,1408839,436759,-402052,-22298,63.96,14,8,3,50.55
175,2023-07-27,761.0,767.0,752.0,760.0,1029374,359601,-134270,21867,63.96,14,8,3,50.55
176,2023-07-28,770.0,770.0,747.0,751.0,1306596,171005,-475078,37541,63.96,14,8,3,50.55
177,2023-07-31,758.0,759.0,743.0,746.0,985031,195884,-186113,-11326,63.8,10,9,4,50.86
178,2023-08-01,753.0,753.0,725.0,730.0,1129373,-243911,-127997,-10881,63.8,10,9,4,50.86
179,2023-08-02,729.0,760.0,727.0,736.0,1833183,111976,-197139,16340,63.8,10,9,4,50.86
180,2023-08-04,716.0,739.0,715.0,723.0,1592688,-99997,261887,-14328,63.8,10,9,4,50.86
181,2023-08-07,724.0,728.0,693.0,704.0,2185644,56398,-136000,-41134,64.76,11,11,4,49.89
182,2023-08-08,705.0,722.0,694.0,719.0,1257950,170729,-347456,-1100,64.76,11,11,4,49.89
183,2023-08-09,717.0,769.0,710.0,759.0,2073157,-91557,266887,68546,64.76,11,11,4,49.89
184,2023-08-10,757.0,757.0,717.0,727.0,1190804,-223402,-17000,-44492,64.76,11,11,4,49.89
185,2023-08-11,736.0,737.0,719.0,723.0,681951,-131624,4000,-13359,64.76,11,11,4,49.89
186,2023-08-14,718.0,730.0,715.0,727.0,618294,42169,23083,-8361,64.84,15,9,6,47.7
187,2023-08-15,735.0,772.0,735.0,752.0,2147328,140816,78000,80749,64.84,15,9,6,47.7
188,2023-08-16,741.0,745.0,729.0,733.0,1092223,-374009,158000,-15262,64.84,15,9,6,47.7
189,2023-08-17,760.0,802.0,760.0,778.0,3071059,711720,29000,122237,64.84,15,9,6,47.7
190,2023-08-18,785.0,798.0,770.0,783.0,2449870,-164530,325000,23324,64.84,15,9,6,47.7
191,2023-08-21,787.0,811.0,781.0,802.0,1859741,200000,228113,25504,65.07,14,8,6,49.16
192,2023-08-22,809.0,820.0,800.0,817.0,1398598,28000,85000,-24799,65.07,14,8,6,49.16
193,2023-08-23,819.0,832.0,806.0,829.0,1206258,160318,192000,-28454,65.07,14,8,6,49.16
194,2023-08-24,843.0,843.0,818.0,825.0,1168524,51343,10000,-14395,65.07,14,8,6,49.16
195,2023-08-25,814.0,820.0,803.0,808.0,817793,-78482,-2029,-35049,65.07,14,8,6,49.16
196,2023-08-28,811.0,839.0,808.0,834.0,1530697,311000,43000,1924,63.97,12,9,5,49.15
197,2023-08-29,844.0,884.0,840.0,871.0,3211853,-46549,758000,43757,63.97,12,9,5,49.15
198,2023-08-30,884.0,895.0,865.0,881.0,2279935,316547,216000,-98237,63.97,12,9,5,49.15
199,2023-08-31,888.0,893.0,859.0,865.0,1427583,-227997,-6212,15535,63.97,12,9,5,49.15
200,2023-09-01,872.0,874.0,855.0,867.0,1114777,104739,95722,1734,63.97,12,9,5,49.15
201,2023-09-04,871.0,885.0,868.0,879.0,1027279,291913,-4000,23030,64.22,13,8,4,50.44
202,2023-09-05,886.0,893.0,873.0,877.0,826013,-84946,25423,-34268,64.22,13,8,4,50.44
203,2023-09-06,884.0,884.0,868.0,875.0,650865,-57235,76000,-14143,64.22,13,8,4,50.44
204,2023-09-07,874.0,886.0,870.0,877.0,602243,208963,3985,-11422,64.22,13,8,4,50.44
205,2023-09-08,871.0,871.0,852.0,867.0,691131,285347,-29052,-67403,64.22,13,8,4,50.44
206,2023-09-11,868.0,872.0,850.0,857.0,620245,65000,78000,-10158,64.33,12,9,5,49.7
207,2023-09-12,864.0,883.0,850.0,878.0,1048938,65428,258000,47515,64.33,12,9,5,49.7
208,2023-09-13,884.0,893.0,875.0,891.0,1063375,101813,90000,-10762,64.33,12,9,5,49.7
209,2023-09-14,897.0,920.0,888.0,909.0,2198076,-496287,438000,137645,64.33,12,9,5,49.7
210,2023-09-15,909.0,909.0,883.0,901.0,1934567,-326684,114887,-33074,64.33,12,9,5,49.7
211,2023-09-18,894.0,906.0,890.0,891.0,493887,107000,0,-24120,64.57,13,11,5,48.6
212,2023-09-19,891.0,904.0,870.0,874.0,867304,200631,-1019,-53304,64.57,13,11,5,48.6
213,2023-09-20,874.0,880.0,849.0,853.0,1094904,287222,-23000,-73794,64.57,13,11,5,48.6
214,2023-09-21,845.0,849.0,802.0,812.0,2301471,227081,-312015,928,64.57,13,11,5,48.6
215,2023-09-22,813.0,825.0,795.0,825.0,873150,-94447,-51000,-23438,64.57,13,11,5,48.6
216,2023-09-25,825.0,837.0,824.0,835.0,500549,56700,29887,-8486,64.63,12,9,7,48.53
217,2023-09-26,837.0,837.0,821.0,827.0,505140,63170,-70029,-5630,64.63,12,9,7,48.53
218,2023-09-27,826.0,832.0,819.0,823.0,467293,119498,-70000,8522,64.63,12,9,7,48.53
219,2023-09-28,826.0,842.0,821.0,823.0,737950,-86148,87000,39676,64.63,12,9,7,48.53
220,2023-10-02,833.0,863.0,833.0,840.0,1081404,12000,99000,8139,66.12,17,8,7,48.63
221,2023-10-03,850.0,850.0,822.0,825.0,703900,-64653,-34029,-16298,66.12,17,8,7,48.63
222,2023-10-04,821.0,826.0,815.0,826.0,412978,175891,-28015,-28978,66.12,17,8,7,48.63
223,2023-10-05,835.0,843.0,827.0,838.0,632215,12533,-37596,-9521,66.12,17,8,7,48.63
224,2023-10-06,846.0,846.0,827.0,828.0,380909,-101200,-52610,20919,66.12,17,8,7,48.63
225,2023-10-11,838.0,838.0,825.0,826.0,724834,44369,-47000,4074,65.62,17,7,6,49.03
226,2023-10-12,835.0,857.0,834.0,848.0,1046690,178020,-25000,-6330,65.62,17,7,6,49.03
227,2023-10-13,849.0,865.0,845.0,855.0,954384,-188000,84000,-4510,65.62,17,7,6,49.03
228,2023-10-16,855.0,855.0,834.0,837.0,269077,-68000,-26128,-13529,65.35,17,5,7,49.4
229,2023-10-17,845.0,860.0,842.0,848.0,950628,-48146,108887,-15486,65.35,17,5,7,49.4
230,2023-10-18,846.0,850.0,823.0,824.0,609372,-32345,-161000,-65317,65.35,17,5,7,49.4
231,2023-10-19,820.0,833.0,816.0,829.0,346638,52401,-99000,3300,65.35,17,5,7,49.4
232,2023-10-20,828.0,839.0,788.0,832.0,1310894,-160998,-10015,35639,65.35,17,5,7,49.4
233,2023-10-23,828.0,828.0,802.0,813.0,792278,-11770,-93000,20758,65.5,16,5,5,51.78
234,2023-10-24,813.0,835.0,811.0,835.0,285372,87067,19000,-4334,65.5,16,5,5,51.78
235,2023-10-25,840.0,849.0,836.0,842.0,545468,-7127,209000,-5818,65.5,16,5,5,51.78
236,2023-10-26,830.0,830.0,801.0,801.0,868834,-372433,2075,-31769,65.5,16,5,5,51.78
237,2023-10-27,809.0,832.0,809.0,819.0,700752,181000,35000,-7040,65.5,16,5,5,51.78
238,2023-10-30,824.0,842.0,824.0,831.0,632077,-45000,59113,28159,66.61,17,5,5,52.19
239,2023-10-31,839.0,840.0,818.0,823.0,484748,-231000,152339,-12135,66.61,17,5,5,52.19
240,2023-11-01,823.0,863.0,823.0,861.0,1512686,131121,360226,-1048,66.61,17,5,5,52.19
241,2023-11-02,882.0,897.0,860.0,868.0,1500922,64836,-45774,-2765,66.61,17,5,5,52.19
242,2023-11-03,871.0,878.0,851.0,854.0,1156894,-188893,36000,60056,66.61,17,5,5,52.19
243,2023-11-06,859.0,875.0,856.0,860.0,995418,-167218,6000,31319,66.15,16,5,4,53.0
244,2023-11-07,866.0,884.0,866.0,877.0,1061360,121000,11507,-7220,66.15,16,5,4,53.0
245,2023-11-08,885.0,888.0,868.0,871.0,752112,-79923,-2000,17004,66.15,16,5,4,53.0
246,2023-11-09,871.0,871.0,856.0,865.0,828126,-113034,-41000,-371,66.15,16,5,4,53.0
247,2023-11-10,864.0,875.0,851.0,871.0,733345,-155000,0,-304,66.15,16,5,4,53.0
248,2023-11-13,895.0,928.0,884.0,924.0,3664194,1138880,150000,-36804,66.68,16,7,3,53.18
249,2023-11-14,925.0,934.0,916.0,919.0,1058372,154738,48000,-52118,66.68,16,7,3,53.18
250,2023-11-15,927.0,927.0,914.0,916.0,963725,17436,-130000,-64183,66.68,16,7,3,53.18
251,2023-11-16,920.0,922.0,897.0,914.0,783002,213179,-76661,-31453,66.68,16,7,3,53.18
252,2023-11-17,915.0,926.0,903.0,924.0,800521,6950,-32887,4897,66.68,16,7,3,53.18
253,2023-11-20,924.0,924.0,900.0,908.0,627559,-8582,-144331,5947,66.57,15,6,4,53.31
254,2023-11-21,910.0,915.0,900.0,912.0,673239,235000,-47368,-13166,66.57,15,6,4,53.31
255,2023-11-22,910.0,915.0,902.0,904.0,459486,77811,-141109,19394,66.57,15,6,4,53.31
256,2023-11-23,905.0,907.0,890.0,893.0,559209,-76000,-25,-16122,66.57,15,6,4,53.31
