,ds,open_price,high_price,low_price,y,volume,foreign,investment,dealer,ratio_over_400_shares,shareholders_400_to_600,shareholders_600_to_800,shareholders_800_to_1000,ratio_over_1000_shares
0,2022-11-01,101.5,102.0,100.5,101.5,52125801.0,-12088176,-3871000,575316,72.8,306,175,100,70.21
1,2022-11-02,101.5,102.0,101.0,102.0,35124774.0,173655,-190000,-567496,72.8,306,175,100,70.21
2,2022-11-03,101.0,101.5,100.5,101.0,42249526.0,-9339359,-1240000,-224761,72.8,306,175,100,70.21
3,2022-11-04,100.0,101.0,99.5,100.5,49148814.0,-21959091,-1772000,-332429,72.8,306,175,100,70.21
4,2022-11-07,100.5,101.0,99.8,100.0,40826295.0,-14057099,-1140000,154953,72.36,300,174,102,69.78
5,2022-11-08,100.0,100.5,100.0,100.0,30439852.0,-11129857,-1019000,-123645,72.36,300,174,102,69.78
6,2022-11-09,100.0,102.5,100.0,102.5,42446062.0,3003136,229894,-155979,72.36,300,174,102,69.78
7,2022-11-10,101.0,101.5,100.5,100.5,39874839.0,-20093526,-982000,-319070,72.36,300,174,102,69.78
8,2022-11-11,101.5,102.5,100.0,100.0,90276048.0,-41949426,-4213000,-1461770,72.36,300,174,102,69.78
9,2022-11-14,99.5,101.5,99.5,101.5,67217227.0,-3307315,-523000,-779000,71.94,311,163,99,69.4
10,2022-11-15,101.5,102.5,101.0,101.5,47027211.0,8014140,-4656012,-2522001,71.94,311,163,99,69.4
11,2022-11-16,101.5,102.5,101.0,101.5,46862982.0,-672083,-798000,-3080514,71.94,311,163,99,69.4
12,2022-11-17,101.5,102.0,101.0,101.5,26583078.0,-6079284,-1032000,-84485,71.94,311,163,99,69.4
13,2022-11-18,101.5,102.5,100.5,100.5,45343250.0,-10559211,-3892000,-323684,71.94,311,163,99,69.4
14,2022-11-21,101.0,101.5,100.0,100.0,30472000.0,-8674283,-283000,45000,71.56,295,174,97,69.03
15,2022-11-22,100.0,100.5,100.0,100.5,28582534.0,-8770504,55000,45602,71.56,295,174,97,69.03
16,2022-11-23,101.0,101.5,100.5,100.5,32079101.0,-9217696,686000,201053,71.56,295,174,97,69.03
17,2022-11-24,100.5,101.0,100.0,101.0,42611350.0,-609812,-9541000,95198,71.56,295,174,97,69.03
18,2022-11-25,100.5,101.0,100.0,100.5,35032161.0,-10470933,-424000,54979,71.56,295,174,97,69.03
19,2022-11-28,100.5,100.5,99.6,100.0,47154746.0,-16832013,-191951,-1549491,71.45,298,171,96,68.94
20,2022-11-29,100.0,100.5,99.7,100.0,34334057.0,-3857910,-1958000,229300,71.45,298,171,96,68.94
21,2022-11-30,100.5,101.5,100.0,100.5,89148734.0,-6182263,-1955328,-1381000,71.45,298,171,96,68.94
22,2022-12-01,101.5,103.0,101.5,103.0,68347930.0,14249805,-92000,-556797,71.45,298,171,96,68.94
23,2022-12-02,103.0,106.0,103.0,105.5,77966393.0,16711850,-44124,-998870,71.45,298,171,96,68.94
24,2022-12-05,106.5,107.0,105.5,105.5,46083936.0,-4218613,-491000,-75000,71.3,296,158,100,68.84
25,2022-12-06,104.0,104.5,102.5,103.0,55270666.0,-17952661,-170000,-166000,71.3,296,158,100,68.84
