,ds,open_price,high_price,low_price,y,volume,foreign,investment,dealer,ratio_over_400_shares,shareholders_400_to_600,shareholders_600_to_800,shareholders_800_to_1000,ratio_over_1000_shares
0,2022-11-01,388.5,393.0,386.0,391.5,42123141,-2171778,84532,1575072,87.88,466,299,200,85.52
1,2022-11-02,391.0,395.0,388.5,395.0,23169428,1692714,486369,369384,87.88,466,299,200,85.52
2,2022-11-03,385.0,387.0,383.5,384.0,42092776,-20591838,70083,270960,87.88,466,299,200,85.52
3,2022-11-04,381.0,384.5,378.5,382.0,30839846,-7023947,-15577,463537,87.88,466,299,200,85.52
4,2022-11-07,390.0,393.0,387.0,390.0,37704746,6340764,51000,294538,87.96,477,297,203,85.57
5,2022-11-08,395.0,399.5,394.0,399.0,32576136,13879259,282000,-1503394,87.96,477,297,203,85.57
6,2022-11-09,403.5,417.0,403.5,417.0,56357663,14292115,615330,-625324,87.96,477,297,203,85.57
7,2022-11-10,409.0,411.5,406.0,407.5,33671621,-6792955,248000,-1423745,87.96,477,297,203,85.57
8,2022-11-11,441.5,442.0,435.0,441.5,83770040,45794052,1847814,-4270316,87.96,477,297,203,85.57
9,2022-11-14,450.0,450.0,441.5,445.0,63282094,14430202,268000,-3869533,88.24,477,302,207,85.82
10,2022-11-15,465.0,487.0,462.0,480.0,118536865,28762685,890846,-4679547,88.24,477,302,207,85.82
11,2022-11-16,491.5,494.0,481.5,487.0,88416393,9669352,287244,-5164913,88.24,477,302,207,85.82
12,2022-11-17,482.5,485.0,475.0,485.0,46850915,-1505681,-88024,906294,88.24,477,302,207,85.82
13,2022-11-18,491.5,494.0,486.0,487.0,37001332,2645718,20176,-595998,88.24,477,302,207,85.82
14,2022-11-21,487.5,489.5,480.5,482.0,30609465,-4802589,14000,866560,88.33,478,299,206,85.92
15,2022-11-22,476.0,491.0,476.0,491.0,39329440,1680356,-192000,239190,88.33,478,299,206,85.92
16,2022-11-23,494.5,496.0,488.5,492.0,34752559,-5071602,321300,77776,88.33,478,299,206,85.92
17,2022-11-24,494.0,496.0,492.0,496.0,28477359,10576455,-153000,441205,88.33,478,299,206,85.92
18,2022-11-25,494.0,498.0,494.0,498.0,41461805,-3963763,-138003,-2563607,88.33,478,299,206,85.92
19,2022-11-28,486.0,490.0,480.5,480.5,40815045,-11598949,-548490,-1174887,88.37,476,303,210,85.94
