,ds,open_price,high_price,low_price,y,volume,foreign,investment,dealer,ratio_over_400_shares,shareholders_400_to_600,shareholders_600_to_800,shareholders_800_to_1000,ratio_over_1000_shares
0,2022-11-01,141.0,147.0,140.5,146.5,24580239,1944000,336874,129788,53.79,13,10,6,45.83
1,2022-11-02,146.5,147.5,144.0,145.5,19101226,-631572,30000,-114326,53.79,13,10,6,45.83
2,2022-11-03,143.0,146.5,142.5,144.0,15258272,-298000,31000,84637,53.79,13,10,6,45.83
3,2022-11-04,143.0,145.5,141.0,142.5,15866464,-2129000,0,-3234,53.79,13,10,6,45.83
4,2022-11-07,142.5,153.5,142.5,149.0,33537492,3059144,216000,434841,54.57,13,13,6,46.15
5,2022-11-08,151.5,154.0,146.5,147.0,27640870,-934770,92000,-431408,54.57,13,13,6,46.15
6,2022-11-09,150.0,154.5,148.0,150.5,28776519,1233750,1000,124513,54.57,13,13,6,46.15
7,2022-11-10,149.5,152.0,148.5,150.5,13876180,-824932,109000,-76430,54.57,13,13,6,46.15
8,2022-11-11,161.0,164.0,156.0,156.5,32906302,2610326,953000,221567,54.57,13,13,6,46.15
9,2022-11-14,159.0,165.0,157.0,163.5,32420551,1929349,1004000,-63848,56.61,17,10,6,48.17
10,2022-11-15,164.5,168.0,162.5,167.0,28024768,248407,1271000,-480349,56.61,17,10,6,48.17
11,2022-11-16,167.0,168.5,163.5,167.0,18878706,950747,-60822,-308000,56.61,17,10,6,48.17
12,2022-11-17,166.0,171.5,164.5,170.5,20989296,878000,-23151,164787,56.61,17,10,6,48.17
13,2022-11-18,171.0,174.5,165.0,166.0,24628268,-1320000,382849,-338848,56.61,17,10,6,48.17
14,2022-11-21,166.0,169.0,163.5,164.0,10597402,-122020,-3000,24000,57.5,19,13,4,48.42
15,2022-11-22,163.5,166.5,160.0,166.5,12738343,889000,136000,-145234,57.5,19,13,4,48.42
16,2022-11-23,169.0,169.5,163.5,163.5,11051870,-1066312,-6000,-32000,57.5,19,13,4,48.42
17,2022-11-24,165.5,174.0,165.0,172.0,26762408,1187000,884000,65616,57.5,19,13,4,48.42
18,2022-11-25,172.0,173.5,167.5,167.5,17735411,-1772997,174000,-143321,57.5,19,13,4,48.42
19,2022-11-28,165.0,169.5,164.5,168.5,8974365,313120,93849,-15000,57.35,16,17,4,47.69
20,2022-11-29,168.0,168.5,164.5,165.5,7203389,-1063000,11000,-69441,57.35,16,17,4,47.69
21,2022-11-30,164.0,170.0,164.0,168.5,7819829,786000,94000,73000,57.35,16,17,4,47.69
22,2022-12-01,173.0,182.0,172.5,175.5,28972459,1271500,1535000,186902,57.35,16,17,4,47.69
