,ds,open_price,high_price,low_price,y,volume,foreign,investment,dealer,ratio_over_400_shares,shareholders_400_to_600,shareholders_600_to_800,shareholders_800_to_1000,ratio_over_1000_shares
0,2022-11-01,102.0,103.5,101.0,102.5,3121427,113300,-200000,42000,76.3,32,13,20,64.19
1,2022-11-02,102.5,105.0,102.0,104.0,4282914,-148328,33000,67335,76.3,32,13,20,64.19
2,2022-11-03,102.0,106.5,101.5,106.5,3318820,756437,122000,28447,76.3,32,13,20,64.19
3,2022-11-04,105.5,107.0,104.5,106.0,4482507,1268030,20000,-23445,76.3,32,13,20,64.19
4,2022-11-07,107.0,109.0,105.0,107.5,5605814,-342600,0,51051,76.02,29,17,16,64.71
5,2022-11-08,109.0,110.0,106.0,106.0,3837473,21200,300000,-89040,76.02,29,17,16,64.71
6,2022-11-09,108.0,110.5,107.0,108.0,4679854,451750,2000,-11940,76.02,29,17,16,64.71
7,2022-11-10,107.0,108.5,105.0,106.0,2553092,-573187,-57000,-6197,76.02,29,17,16,64.71
8,2022-11-11,110.0,112.0,107.5,110.0,8977188,1503374,375000,41263,76.02,29,17,16,64.71
9,2022-11-14,110.0,110.0,103.5,104.5,13786193,-5160000,-738000,88207,74.32,29,16,15,63.46
10,2022-11-15,104.5,104.5,100.0,102.0,9080105,278350,-2449000,28170,74.32,29,16,15,63.46
11,2022-11-16,102.5,103.5,101.5,102.0,6039391,1408437,-1507000,32217,74.32,29,16,15,63.46
12,2022-11-17,101.5,103.5,101.5,103.0,2560754,19000,92000,-27748,74.32,29,16,15,63.46
13,2022-11-18,103.5,105.5,102.0,102.0,3442383,-482000,-161000,-16136,74.32,29,16,15,63.46
14,2022-11-21,103.0,104.5,102.0,104.0,3000431,1017000,76000,-5785,75.62,30,18,12,64.99
15,2022-11-22,104.5,109.5,104.0,106.0,10188050,1581000,11000,-107870,75.62,30,18,12,64.99
16,2022-11-23,107.5,111.0,107.5,110.0,9721989,1086000,657000,66468,75.62,30,18,12,64.99
