,ds,open_price,high_price,low_price,y,volume,foreign,investment,dealer,ratio_over_400_shares,shareholders_400_to_600,shareholders_600_to_800,shareholders_800_to_1000,ratio_over_1000_shares
0,2022-11-01,23.9,24.1,23.6,24.1,5175899,-888000,193000,591000,81.71,88,49,31,78.76
1,2022-11-02,23.95,24.1,23.8,23.85,5113754,-1322000,784000,16997,81.71,88,49,31,78.76
2,2022-11-03,23.5,23.7,23.3,23.4,5336603,-2783410,1181000,217841,81.71,88,49,31,78.76
3,2022-11-04,23.3,23.65,23.25,23.65,4476948,-1140000,895000,288991,81.71,88,49,31,78.76
4,2022-11-07,23.75,23.8,23.45,23.8,4994825,690000,66000,95524,81.74,88,50,27,78.87
5,2022-11-08,23.75,24.0,23.65,24.0,4908740,373628,783000,234438,81.74,88,50,27,78.87
6,2022-11-09,24.0,24.2,23.9,23.95,4900087,1519550,-299000,-3228,81.74,88,50,27,78.87
7,2022-11-10,23.95,24.15,23.8,23.95,3069495,-205000,698000,-111538,81.74,88,50,27,78.87
8,2022-11-11,24.1,24.2,23.9,24.1,6437326,1112000,-318000,-190790,81.74,88,50,27,78.87
9,2022-11-14,24.7,25.8,24.55,25.7,35461173,24938082,-24000,-438447,82.34,91,46,27,79.5
10,2022-11-15,25.45,25.75,25.2,25.75,10995072,4373168,-127000,-457674,82.34,91,46,27,79.5
11,2022-11-16,25.4,25.6,25.3,25.35,9157840,1380724,-39000,-572000,82.34,91,46,27,79.5
12,2022-11-17,25.05,25.35,24.65,25.35,7635206,190630,39000,-274607,82.34,91,46,27,79.5
13,2022-11-18,25.05,25.2,24.8,25.0,5144426,-460000,138000,-20394,82.34,91,46,27,79.5
14,2022-11-21,24.65,24.8,24.35,24.5,8198576,550092,-2612000,242926,82.0,93,45,28,79.13
15,2022-11-22,24.2,24.3,23.3,23.5,19684690,-7754250,-2811000,-336569,82.0,93,45,28,79.13
16,2022-11-23,23.5,23.6,23.4,23.4,7927078,-1219776,-2135000,32921,82.0,93,45,28,79.13
17,2022-11-24,23.6,24.4,23.5,24.4,11968471,4549100,-2035000,-76051,82.0,93,45,28,79.13
18,2022-11-25,23.85,24.0,23.6,24.0,11738563,-1203000,-2731000,-13639,82.0,93,45,28,79.13
19,2022-11-28,23.7,24.4,23.65,24.4,11328347,5352030,-2962000,-182238,81.81,91,43,32,78.9
20,2022-11-29,24.3,24.7,24.0,24.7,14423489,6514084,-3567000,-180000,81.81,91,43,32,78.9
21,2022-11-30,24.4,24.8,24.15,24.8,41538261,10228091,-9502079,-141000,81.81,91,43,32,78.9
22,2022-12-01,24.7,24.75,24.15,24.2,16855623,-3054718,-3678000,-197923,81.81,91,43,32,78.9
23,2022-12-02,24.05,24.15,23.75,23.9,12352291,-2570273,-3886000,-185556,81.81,91,43,32,78.9
24,2022-12-05,23.8,24.2,23.7,24.2,9332722,2172171,-1692000,51806,81.83,93,44,32,78.9
25,2022-12-06,23.95,24.35,23.95,24.35,8757090,3195993,77000,297108,81.83,93,44,32,78.9
26,2022-12-07,24.15,24.35,24.0,24.25,7297042,206600,-3000,525000,81.83,93,44,32,78.9
27,2022-12-08,24.25,24.35,24.1,24.35,6861451,1649000,649000,116000,81.83,93,44,32,78.9
28,2022-12-09,24.35,24.5,24.3,24.5,6126825,2787818,-215000,114549,81.83,93,44,32,78.9
29,2022-12-12,24.4,24.8,24.3,24.8,9073856,3925799,766000,-7305,82.18,97,45,30,79.23
30,2022-12-13,24.75,24.85,24.6,24.7,10320744,-1018000,712000,492000,82.18,97,45,30,79.23
31,2022-12-14,24.85,25.15,24.65,25.15,10141204,6274229,-137034,324974,82.18,97,45,30,79.23
32,2022-12-15,25.05,25.25,24.85,25.1,9401232,1726905,-47000,-469259,82.18,97,45,30,79.23
33,2022-12-16,24.75,25.7,24.65,25.7,35364297,15114566,-10097000,84984,82.18,97,45,30,79.23
34,2022-12-19,25.4,25.85,25.25,25.85,35820025,15513000,-13019000,-23680,82.62,94,42,31,79.74
35,2022-12-20,25.5,25.8,25.35,25.65,25758851,13489902,-11830000,262370,82.62,94,42,31,79.74
36,2022-12-21,25.35,25.9,25.35,25.75,26675084,15256750,-11465000,-101041,82.62,94,42,31,79.74
37,2022-12-22,25.7,26.0,25.65,25.95,23406858,19274895,-13854000,-100899,82.62,94,42,31,79.74
38,2022-12-23,25.65,26.0,25.55,26.0,6529905,-807275,3003000,-246269,82.62,94,42,31,79.74
39,2022-12-26,26.0,26.15,25.9,26.1,4294257,1600000,887000,10115,82.94,90,38,34,80.1
40,2022-12-27,26.0,26.15,26.0,26.15,4457570,1964582,595000,21625,82.94,90,38,34,80.1
41,2022-12-28,25.95,26.15,25.9,26.1,4964989,401000,1380000,139476,82.94,90,38,34,80.1
42,2022-12-29,25.85,26.2,25.8,26.1,7921679,-680000,1827000,229785,82.94,90,38,34,80.1
43,2022-12-30,26.0,26.35,26.0,26.25,7383178,2832000,0,-3685,82.94,90,38,34,80.1
44,2023-01-03,26.0,26.3,26.0,26.1,5224452,-799198,970000,46658,83.12,87,40,37,80.23
45,2023-01-04,26.15,26.3,26.1,26.1,3561296,173300,98000,72815,83.12,87,40,37,80.23
46,2023-01-05,26.25,26.3,26.05,26.2,3371897,1722854,38000,-8986,83.12,87,40,37,80.23
47,2023-01-06,26.15,26.25,26.05,26.1,2826206,501025,100000,13328,83.12,87,40,37,80.23
48,2023-01-09,26.25,26.5,26.25,26.5,8503131,5107804,1383000,14186,83.31,82,41,34,80.54
49,2023-01-10,26.5,26.6,26.45,26.55,6062785,3359400,164000,-47519,83.31,82,41,34,80.54
50,2023-01-11,26.6,26.8,26.15,26.2,6016954,951132,0,93000,83.31,82,41,34,80.54
51,2023-01-12,26.15,26.25,25.5,25.6,8209483,-703581,-73000,-13329,83.31,82,41,34,80.54
52,2023-01-13,25.8,26.0,25.75,25.9,4162275,1122572,143000,-5708,83.31,82,41,34,80.54
53,2023-01-16,26.0,26.2,25.8,26.0,3489526,958600,11000,38063,83.35,80,42,33,80.61
54,2023-01-17,25.9,26.0,25.7,25.7,5563817,-694348,-275000,-15987,83.35,80,42,33,80.61
55,2023-01-30,26.0,26.1,25.35,25.55,15837244,-3751173,1994000,210950,83.26,83,44,30,80.53
56,2023-01-31,25.5,25.75,25.2,25.25,11271445,-3062966,1427000,-24427,83.26,83,44,30,80.53
57,2023-02-01,25.25,25.6,25.25,25.5,6731564,-1739422,2348000,37540,83.26,83,44,30,80.53
58,2023-02-02,25.6,25.7,25.35,25.45,8501690,-2291970,1992000,-73069,83.26,83,44,30,80.53
59,2023-02-03,25.45,25.7,25.4,25.65,4256059,-436714,804000,-13650,83.26,83,44,30,80.53
60,2023-02-06,25.55,25.95,25.55,25.65,11109652,-1383936,2521000,136533,83.32,88,44,33,80.45
61,2023-02-07,25.9,25.95,25.7,25.9,5870113,-1095709,1875000,8327,83.32,88,44,33,80.45
62,2023-02-08,25.95,26.1,25.9,25.95,4451437,141000,352000,18990,83.32,88,44,33,80.45
63,2023-02-09,25.8,26.05,25.8,25.8,5389387,-1621985,1552000,37000,83.32,88,44,33,80.45
64,2023-02-10,25.7,25.95,25.6,25.6,6799467,-2851000,1936000,139186,83.32,88,44,33,80.45
65,2023-02-13,25.55,26.0,25.55,25.75,8414341,-1470000,2128000,222182,83.43,84,44,33,80.62
66,2023-02-14,26.0,26.1,25.75,26.05,3048972,903327,-5000,-12674,83.43,84,44,33,80.62
67,2023-02-15,26.1,26.2,25.95,26.1,4847796,989980,91000,38714,83.43,84,44,33,80.62
68,2023-02-16,26.1,26.45,26.1,26.25,8592082,572462,1710000,371197,83.43,84,44,33,80.62
69,2023-02-17,26.25,26.5,26.1,26.4,6095368,-388190,2040000,-17339,83.43,84,44,33,80.62
70,2023-02-20,26.4,26.75,26.3,26.65,7161906,774000,1824000,-105711,83.64,82,48,31,80.81
71,2023-02-21,26.65,26.65,26.45,26.55,2404894,-166924,270000,229000,83.64,82,48,31,80.81
72,2023-02-22,26.4,26.8,26.3,26.8,6756498,-231000,2150000,66470,83.64,82,48,31,80.81
73,2023-02-23,26.8,26.95,26.7,26.8,3817300,1230776,116000,233096,83.64,82,48,31,80.81
74,2023-02-24,26.8,26.9,26.55,26.6,5770850,-537895,-15000,666011,83.64,82,48,31,80.81
75,2023-03-01,26.65,27.05,26.6,26.95,11922877,2471249,1409000,-50117,83.74,85,50,29,80.88
76,2023-03-02,26.95,26.95,26.55,26.75,6763880,-2146218,2133000,-65872,83.74,85,50,29,80.88
77,2023-03-03,26.95,26.95,26.7,26.7,2864279,-725000,578000,-16000,83.74,85,50,29,80.88
78,2023-03-06,26.9,27.2,26.8,27.15,9139549,2877093,1191000,368080,83.93,90,49,30,81.0
79,2023-03-07,27.15,27.25,27.1,27.25,5203445,868600,1911000,232000,83.93,90,49,30,81.0
80,2023-03-08,27.2,27.25,27.05,27.2,3722147,-517816,651000,199000,83.93,90,49,30,81.0
81,2023-03-09,27.15,27.15,26.75,27.0,5167690,-1812481,1496000,142983,83.93,90,49,30,81.0
82,2023-03-10,26.7,27.25,26.7,27.05,10316427,-1566000,3228000,404285,83.93,90,49,30,81.0
83,2023-03-13,27.05,27.5,26.95,27.35,15774257,2202499,3450000,142784,84.54,93,49,29,81.59
84,2023-03-14,26.95,27.45,26.9,27.15,9920835,-2677120,3350000,653015,84.54,93,49,29,81.59
85,2023-03-15,26.95,27.4,26.95,27.2,9734266,-573700,2336000,-563571,84.54,93,49,29,81.59
86,2023-03-16,27.2,28.0,27.15,28.0,18365239,9902688,3184000,-55396,84.54,93,49,29,81.59
87,2023-03-17,28.0,28.2,27.75,28.15,23835500,-1060222,4977000,-77729,84.54,93,49,29,81.59
88,2023-03-20,28.25,28.55,28.1,28.55,9847175,2822000,3439000,493113,85.49,91,56,27,82.49
89,2023-03-21,28.55,29.5,28.5,29.4,21105723,7063840,2256000,720464,85.49,91,56,27,82.49
90,2023-03-22,29.5,30.25,29.45,30.2,20827679,6177000,-32000,59692,85.49,91,56,27,82.49
91,2023-03-23,30.15,31.2,30.0,31.15,25152919,2691383,15000,-432143,85.49,91,56,27,82.49
92,2023-03-24,31.2,31.35,30.35,30.75,16565554,836584,1047000,-744728,85.49,91,56,27,82.49
93,2023-03-27,30.5,31.2,30.5,30.8,14592339,7648364,104000,-215520,85.86,92,59,28,82.78
94,2023-03-28,30.7,31.05,30.45,30.95,13677743,3881776,206000,-18787,85.86,92,59,28,82.78
95,2023-03-29,30.7,31.1,30.7,31.1,12258228,2249758,127000,24922,85.86,92,59,28,82.78
96,2023-03-30,31.35,31.8,30.9,31.8,16677552,3389244,-21000,-153652,85.86,92,59,28,82.78
97,2023-03-31,31.9,32.05,31.7,31.95,13368435,2742700,-33000,-466257,85.86,92,59,28,82.78
98,2023-04-06,32.35,33.9,31.85,33.9,29919822,4748936,799000,-72142,86.12,94,63,27,82.95
99,2023-04-07,33.9,33.9,31.5,31.5,25208561,-7123890,151000,1094000,86.12,94,63,27,82.95
100,2023-04-10,31.7,32.6,31.5,32.4,13415586,-625627,-10950,206797,86.02,96,57,29,82.88
101,2023-04-11,32.4,33.3,32.4,32.7,13884156,2778446,3000,-775000,86.02,96,57,29,82.88
102,2023-04-12,32.55,32.85,32.1,32.8,15753640,-695927,-60000,-49841,86.02,96,57,29,82.88
103,2023-04-13,32.5,32.75,32.05,32.35,15482088,2833843,-6000,-52000,86.02,96,57,29,82.88
104,2023-04-14,32.0,32.15,31.2,31.6,15928156,-1857646,0,-61166,86.02,96,57,29,82.88
105,2023-04-17,31.2,32.0,31.2,31.7,9367706,2720771,-14000,191495,86.16,95,64,26,82.96
106,2023-04-18,31.7,32.2,31.45,32.2,12706134,2445750,1599000,396004,86.16,95,64,26,82.96
107,2023-04-19,32.2,33.6,32.15,32.5,20064562,930911,-467000,572327,86.16,95,64,26,82.96
108,2023-04-20,32.05,32.75,31.95,32.4,10209703,2839097,-646000,142282,86.16,95,64,26,82.96
109,2023-04-21,32.4,33.2,32.1,32.4,13352373,3334508,-943000,54735,86.16,95,64,26,82.96
110,2023-04-24,31.95,33.15,31.9,33.15,13329501,5067025,-1125000,-2000,86.36,92,67,30,83.06
111,2023-04-25,32.7,32.8,31.6,31.7,11231597,-1124651,-481000,1199003,86.36,92,67,30,83.06
112,2023-04-26,31.25,32.2,31.25,32.15,11125817,-934799,472000,681883,86.36,92,67,30,83.06
113,2023-04-27,32.1,32.95,32.1,32.95,10638963,1076374,114000,203002,86.36,92,67,30,83.06
114,2023-04-28,32.6,33.1,32.45,33.1,11869156,669900,89000,0,86.36,92,67,30,83.06
115,2023-05-02,33.1,33.2,32.75,33.05,7907945,-389743,78000,233516,86.32,92,64,32,83.03
116,2023-05-03,32.7,32.95,32.45,32.85,4681342,-46495,-2000,338890,86.32,92,64,32,83.03
117,2023-05-04,32.35,32.6,31.9,32.35,10275924,-728735,100000,297886,86.32,92,64,32,83.03
118,2023-05-05,32.0,32.3,31.75,32.1,6363436,598017,283000,-19197,86.32,92,64,32,83.03
119,2023-05-08,32.5,33.0,32.25,32.75,8721813,1220216,396000,51016,86.47,93,66,31,83.16
120,2023-05-09,32.2,32.7,32.2,32.7,8260132,675017,74000,178044,86.47,93,66,31,83.16
121,2023-05-10,32.25,32.5,31.5,31.75,8425641,-2252800,742000,223327,86.47,93,66,31,83.16
122,2023-05-11,31.55,32.5,31.55,32.25,8680387,458400,261000,326257,86.47,93,66,31,83.16
123,2023-05-12,32.25,33.3,32.1,32.75,19166756,-659836,1547000,325391,86.47,93,66,31,83.16
124,2023-05-15,31.0,31.35,29.85,30.95,32449916,-7198288,1032000,439558,86.36,95,65,34,82.97
125,2023-05-16,30.0,31.0,29.1,30.8,33537091,-2858160,-327000,1093842,86.36,95,65,34,82.97
126,2023-05-17,30.0,30.95,29.65,30.45,21947513,-1814057,87000,1628342,86.36,95,65,34,82.97
127,2023-05-18,30.4,30.75,30.2,30.55,17809710,-279000,53000,19995,86.36,95,65,34,82.97
128,2023-05-19,30.8,31.5,30.65,31.45,17231610,3728000,321000,-930251,86.36,95,65,34,82.97
129,2023-05-22,30.85,31.35,30.3,30.55,22787297,1604420,-4950000,-308653,86.46,96,68,31,83.06
130,2023-05-23,30.5,31.0,30.4,31.0,18455917,6994254,-4615000,-116604,86.46,96,68,31,83.06
131,2023-05-24,30.95,30.95,30.35,30.85,22910643,3305857,-3646000,-84934,86.46,96,68,31,83.06
132,2023-05-25,31.35,33.25,31.25,33.25,64724776,2993412,-3992000,-569132,86.46,96,68,31,83.06
133,2023-05-26,33.6,34.45,32.3,34.1,72741171,-5582250,-4224000,-72932,86.46,96,68,31,83.06
134,2023-05-29,34.5,37.5,34.45,37.5,50642216,-12255080,-5160000,288997,85.41,100,68,34,81.89
135,2023-05-30,38.3,39.0,36.5,37.7,135126334,1093010,-4031000,-439140,85.41,100,68,34,81.89
136,2023-05-31,38.0,38.25,36.05,36.85,71136889,5092531,-6206407,25538,85.41,100,68,34,81.89
137,2023-06-01,36.2,36.3,35.3,35.55,44862841,1317298,-4258000,664789,85.41,100,68,34,81.89
138,2023-06-02,35.95,37.6,35.85,36.25,64088603,6943100,-3577000,791555,85.41,100,68,34,81.89
139,2023-06-05,36.45,36.75,35.8,36.25,22272473,3749155,-1567000,-607638,85.35,102,68,38,81.68
140,2023-06-06,36.3,36.3,35.3,36.2,26309876,-4051340,-2000,-244940,85.35,102,68,38,81.68
141,2023-06-07,36.3,36.9,36.0,36.75,24147959,5339713,-654000,1006903,85.35,102,68,38,81.68
142,2023-06-08,36.8,37.1,36.1,36.4,17035782,2840101,111000,-519036,85.35,102,68,38,81.68
143,2023-06-09,37.1,38.9,36.85,38.65,84420430,-374253,271000,4467288,85.35,102,68,38,81.68
144,2023-06-12,38.8,39.0,36.85,36.95,43813694,-11295572,-1680000,-1237651,84.36,104,70,40,80.58
145,2023-06-13,38.05,40.6,38.05,40.6,129568958,1287191,612000,1525334,84.36,104,70,40,80.58
146,2023-06-14,41.0,44.45,40.6,42.95,184412547,-23826731,879000,1904865,84.36,104,70,40,80.58
147,2023-06-15,43.5,46.35,43.35,46.0,158576153,-4338463,545000,656184,84.36,104,70,40,80.58
148,2023-06-16,46.2,47.35,44.85,45.5,138575751,11514883,-13268000,-603578,84.36,104,70,40,80.58
149,2023-06-19,45.2,45.25,43.7,44.1,81787562,8024038,-16317000,-686933,83.89,103,70,48,79.91
150,2023-06-20,44.0,44.0,42.4,43.1,77370427,17721925,-18979000,-757556,83.89,103,70,48,79.91
151,2023-06-21,43.7,45.25,43.55,44.75,80459857,-10001822,1675000,976307,83.89,103,70,48,79.91
152,2023-06-26,44.05,45.15,43.4,44.35,49289951,-3637349,2056000,-593490,83.51,103,63,49,79.65
153,2023-06-27,43.85,44.15,42.65,42.9,38409001,3218500,118000,-1116331,83.51,103,63,49,79.65
154,2023-06-28,43.8,44.45,42.6,42.7,43500219,-3354058,216000,291304,83.51,103,63,49,79.65
155,2023-06-29,43.0,43.5,42.4,43.15,26589903,-98170,-30000,430257,83.51,103,63,49,79.65
156,2023-06-30,43.35,43.75,42.75,43.2,38357420,-5405230,325000,358052,83.51,103,63,49,79.65
157,2023-07-03,44.0,45.6,43.95,44.15,79516841,-19183575,1116000,2474721,82.34,102,63,38,78.77
158,2023-07-04,44.3,48.55,44.3,47.15,179339477,-13968523,80000,5948515,82.34,102,63,38,78.77
159,2023-07-05,47.3,47.4,45.1,45.2,96094566,-23666990,384000,-1978579,82.34,102,63,38,78.77
160,2023-07-06,44.5,46.6,44.0,44.7,75559579,-13256578,2348000,-504620,82.34,102,63,38,78.77
161,2023-07-07,44.5,46.0,44.45,44.6,63659212,-9111509,1433000,-231792,82.34,102,63,38,78.77
162,2023-07-10,45.45,45.8,44.25,44.4,47640052,-11059900,1564000,281839,81.92,97,58,37,78.57
163,2023-07-11,45.05,47.25,45.05,47.25,111836132,3404218,368000,8508828,81.92,97,58,37,78.57
164,2023-07-12,47.15,48.8,46.8,47.6,194673494,-16089768,-1984000,-7688246,81.92,97,58,37,78.57
165,2023-07-13,48.9,52.3,48.9,50.8,166909086,7921094,-5801000,-2419695,81.92,97,58,37,78.57
166,2023-07-14,53.8,55.8,52.2,55.8,217644729,-1250101,85000,-1302444,81.92,97,58,37,78.57
167,2023-07-17,57.9,61.3,57.4,61.3,108443011,-14591024,-893000,-867133,81.94,92,57,35,78.71
168,2023-07-18,65.0,67.4,61.3,65.5,298243826,23558038,-1129000,-3765412,81.94,92,57,35,78.71
169,2023-07-19,69.0,70.7,61.5,63.6,279515419,18971282,-79000,-2541625,81.94,92,57,35,78.71
170,2023-07-20,62.5,63.6,60.4,62.3,50155788,7933757,-1583000,1458820,81.94,92,57,35,78.71
171,2023-07-21,60.7,67.6,60.5,67.0,44545368,6097379,-271000,1301758,81.94,92,57,35,78.71
172,2023-07-24,70.5,70.5,67.3,70.2,56809653,3785282,-354000,-2049262,81.91,95,57,37,78.59
173,2023-07-25,72.5,73.5,70.2,72.0,51681692,6965190,-636000,-1114840,81.91,95,57,37,78.59
174,2023-07-26,72.0,72.0,69.5,70.0,34565586,6326957,-509000,-234851,81.91,95,57,37,78.59
175,2023-07-27,71.0,72.0,68.0,68.1,35296170,4512125,-421000,-505896,81.91,95,57,37,78.59
176,2023-07-28,68.4,69.9,64.7,69.9,42303058,9442628,-361000,-833165,81.91,95,57,37,78.59
177,2023-07-31,71.9,71.9,63.0,63.7,46153669,1797682,-139000,-1734098,81.89,101,56,40,78.42
178,2023-08-01,63.0,65.0,60.0,64.1,36507921,2938319,-796000,-1286150,81.89,101,56,40,78.42
179,2023-08-02,63.8,63.8,57.7,58.9,38988532,2359810,-834000,-1199469,81.89,101,56,40,78.42
180,2023-08-04,56.0,60.0,54.5,58.0,119466040,-1901382,-55000,-319702,81.89,101,56,40,78.42
181,2023-08-07,59.2,63.8,58.2,63.8,103146790,-9068562,325000,565538,81.14,95,58,45,77.58
182,2023-08-08,63.0,64.9,60.2,60.9,160608373,-20970245,2494000,-733483,81.14,95,58,45,77.58
183,2023-08-09,58.8,61.7,58.3,59.5,78334223,4978341,1221000,-1415865,81.14,95,58,45,77.58
184,2023-08-10,58.1,58.7,55.0,57.5,87778487,12097905,-468000,-679576,81.14,95,58,45,77.58
185,2023-08-11,58.7,59.5,57.4,57.5,71830871,-9355914,-139000,-55913,81.14,95,58,45,77.58
186,2023-08-14,53.5,56.7,52.4,53.1,105478642,2524641,-1917000,298041,80.73,90,54,39,77.47
187,2023-08-15,55.8,57.0,54.5,54.6,80760581,9548961,-3057000,6306,80.73,90,54,39,77.47
188,2023-08-16,54.0,58.0,53.7,58.0,93859303,-2823298,-1056000,1627675,80.73,90,54,39,77.47
189,2023-08-17,56.8,59.9,56.6,59.5,102730525,2951196,-377000,150514,80.73,90,54,39,77.47
