,ds,open_price,high_price,low_price,y,volume,foreign,investment,dealer,ratio_over_400_shares,shareholders_400_to_600,shareholders_600_to_800,shareholders_800_to_1000,ratio_over_1000_shares
0,2022-11-01,54.6,56.5,54.6,55.7,1206129,-177000,0,34864,73.15,21,7,11,66.57
1,2022-11-02,56.8,61.2,56.8,61.2,7102777,-763149,250000,107265,73.15,21,7,11,66.57
2,2022-11-03,61.1,66.9,60.4,66.7,15437872,1077624,250000,546343,73.15,21,7,11,66.57
3,2022-11-04,66.9,68.3,66.3,67.8,9838668,-179000,0,63899,73.15,21,7,11,66.57
4,2022-11-07,67.8,68.5,66.3,67.3,4290836,294000,167000,-86157,73.4,22,7,11,66.66
5,2022-11-08,68.1,68.8,67.1,68.3,3501914,330000,0,-119964,73.4,22,7,11,66.66
6,2022-11-09,69.2,69.4,67.9,68.2,3648479,412697,1000,-196008,73.4,22,7,11,66.66
7,2022-11-10,67.6,68.6,66.3,68.5,3414305,810062,0,110607,73.4,22,7,11,66.66
8,2022-11-11,72.0,72.1,68.2,70.3,8098165,-86680,794000,-649191,73.4,22,7,11,66.66
9,2022-11-14,71.3,72.5,70.1,70.1,4036471,-257000,0,-404994,73.48,23,9,9,66.76
10,2022-11-15,70.3,72.4,70.3,71.5,4055088,424000,648000,-283576,73.48,23,9,9,66.76
11,2022-11-16,72.5,78.4,71.1,75.1,13594110,-1550312,357000,364126,73.48,23,9,9,66.76
12,2022-11-17,74.1,75.4,73.3,74.6,4975904,-864000,772000,253132,73.48,23,9,9,66.76
13,2022-11-18,75.4,76.5,73.1,73.5,4984569,-118001,0,248682,73.48,23,9,9,66.76
14,2022-11-21,73.3,74.4,72.1,72.3,2197024,291070,0,-181242,71.68,20,9,10,64.67
15,2022-11-22,72.4,74.7,71.7,73.9,3661574,-400157,927000,56534,71.68,20,9,10,64.67
16,2022-11-23,75.5,77.2,74.2,76.3,11610306,-791000,300000,14761,71.68,20,9,10,64.67
17,2022-11-24,76.5,77.4,75.6,77.2,5073860,131000,488000,-163425,71.68,20,9,10,64.67
18,2022-11-25,77.2,77.8,75.0,75.0,3972756,46000,0,-440899,71.68,20,9,10,64.67
19,2022-11-28,74.6,75.8,73.9,75.3,1756991,163000,0,-104108,71.65,20,9,10,64.6
20,2022-11-29,75.0,75.7,73.9,75.4,1756708,-1000,0,-27654,71.65,20,9,10,64.6
21,2022-11-30,75.8,76.7,75.5,76.2,3350244,810000,0,-168051,71.65,20,9,10,64.6
22,2022-12-01,77.3,77.8,76.2,76.3,4952485,10300,0,-361970,71.65,20,9,10,64.6
23,2022-12-02,76.5,78.1,76.3,76.8,2978292,31000,0,-150092,71.65,20,9,10,64.6
24,2022-12-05,77.4,78.3,76.8,77.1,2560644,418000,0,-57809,72.08,18,11,11,64.67
25,2022-12-06,78.4,79.1,74.3,75.2,6169484,-1519147,-223000,-419310,72.08,18,11,11,64.67
26,2022-12-07,74.1,74.7,71.8,72.3,4099318,675000,0,-16196,72.08,18,11,11,64.67
27,2022-12-08,72.4,76.5,72.3,76.5,3610647,1041000,1000,-6000,72.08,18,11,11,64.67
28,2022-12-09,76.5,77.2,75.2,76.4,2919504,447955,0,-93577,72.08,18,11,11,64.67
29,2022-12-12,75.6,76.8,74.8,76.5,1920084,621432,-441000,13705,72.41,18,11,9,65.48
30,2022-12-13,76.5,77.0,74.9,76.5,2106944,308242,-419000,-34369,72.41,18,11,9,65.48
31,2022-12-14,76.4,77.2,76.1,77.1,1630845,682026,-2000,39000,72.41,18,11,9,65.48
32,2022-12-15,77.0,77.3,76.5,77.1,971755,127000,-50000,-49000,72.41,18,11,9,65.48
33,2022-12-16,75.9,76.5,73.5,73.5,2976447,-1065000,0,47095,72.41,18,11,9,65.48
34,2022-12-19,73.5,75.2,73.5,74.0,1849886,701000,-3000,-76480,72.63,21,9,9,65.7
35,2022-12-20,74.0,74.4,71.6,72.2,1783377,-287000,0,-127000,72.63,21,9,9,65.7
36,2022-12-21,72.6,72.9,70.7,71.0,1542474,-409000,0,-92836,72.63,21,9,9,65.7
37,2022-12-22,72.4,73.1,71.3,71.6,948610,-77000,0,29009,72.63,21,9,9,65.7
38,2022-12-23,70.7,72.2,69.7,71.9,941369,60000,0,-29678,72.63,21,9,9,65.7
39,2022-12-26,71.9,72.0,71.1,71.2,383589,-15000,0,-3000,72.71,19,8,9,66.22
40,2022-12-27,71.3,73.2,71.3,73.0,908588,294000,0,19895,72.71,19,8,9,66.22
41,2022-12-28,72.3,72.6,70.8,71.5,1121376,-352000,-154000,-54180,72.71,19,8,9,66.22
42,2022-12-29,70.9,72.0,70.2,71.8,549574,29000,0,38388,72.71,19,8,9,66.22
