,ds,open_price,high_price,low_price,y,volume,foreign,investment,dealer,ratio_over_400_shares,shareholders_400_to_600,shareholders_600_to_800,shareholders_800_to_1000,ratio_over_1000_shares
0,2022-11-01,26.05,26.35,25.85,26.2,6840283,-17100,12000,560420,57.95,116,51,39,53.59
1,2022-11-02,26.2,26.25,25.9,25.95,8458253,-986000,-150000,-2817,57.95,116,51,39,53.59
2,2022-11-03,25.85,26.0,25.8,25.8,7924199,171120,-21000,160729,57.95,116,51,39,53.59
3,2022-11-04,25.7,25.8,25.2,25.35,20660515,-6956960,3000,205959,57.95,116,51,39,53.59
4,2022-11-07,25.9,27.8,25.9,26.8,24334372,2526371,-376000,298122,57.7,115,57,37,53.3
5,2022-11-08,26.95,27.35,26.85,27.25,16190319,5038002,-131000,182000,57.7,115,57,37,53.3
6,2022-11-09,27.25,27.35,27.05,27.35,12697961,1295619,-251000,-78055,57.7,115,57,37,53.3
7,2022-11-10,27.05,27.3,27.0,27.2,5227124,-44535,1000,-5159,57.7,115,57,37,53.3
8,2022-11-11,27.5,27.55,27.15,27.5,16749687,3595084,-263000,-56664,57.7,115,57,37,53.3
9,2022-11-14,27.55,27.7,27.4,27.5,12497165,4378308,-330000,-519478,57.95,117,50,42,53.52
10,2022-11-15,27.5,27.65,27.25,27.55,11865082,1296298,-149000,-403029,57.95,117,50,42,53.52
11,2022-11-16,27.45,27.7,27.3,27.7,11878039,3400706,-329000,-154000,57.95,117,50,42,53.52
12,2022-11-17,27.65,27.95,27.45,27.95,11166898,4563644,334000,-213024,57.95,117,50,42,53.52
13,2022-11-18,27.9,27.9,27.55,27.65,5477539,-320620,388000,-22897,57.95,117,50,42,53.52
14,2022-11-21,27.65,27.65,27.15,27.35,4858772,-532300,183000,11157,57.76,120,53,41,53.25
15,2022-11-22,27.4,27.45,27.15,27.4,4140360,-344200,529000,-20944,57.76,120,53,41,53.25
16,2022-11-23,27.4,27.5,27.2,27.5,5164040,377298,-159000,6789,57.76,120,53,41,53.25
17,2022-11-24,27.65,27.65,27.25,27.35,5745248,-639962,-316000,26350,57.76,120,53,41,53.25
18,2022-11-25,27.35,27.4,27.2,27.25,4172249,-1265635,-441000,-46504,57.76,120,53,41,53.25
19,2022-11-28,27.05,27.2,27.05,27.1,3655009,-843999,-6000,-87814,57.58,121,50,47,52.93
20,2022-11-29,27.45,27.7,27.1,27.65,8632112,4207713,-307000,33000,57.58,121,50,47,52.93
21,2022-11-30,27.7,27.7,27.35,27.65,8238908,-1228101,-224000,-82888,57.58,121,50,47,52.93
22,2022-12-01,27.9,27.9,27.45,27.5,10173544,1478000,-388000,-255886,57.58,121,50,47,52.93
23,2022-12-02,27.5,27.65,27.45,27.6,7450012,-88206,-246000,-114557,57.58,121,50,47,52.93
24,2022-12-05,27.55,27.65,27.25,27.35,13086195,-3219110,-9000,31372,57.41,122,56,44,52.67
25,2022-12-06,27.35,27.6,27.2,27.5,8907677,1381216,0,424784,57.41,122,56,44,52.67
26,2022-12-07,27.4,27.4,27.1,27.3,8110343,-1123999,-211000,137894,57.41,122,56,44,52.67
27,2022-12-08,27.4,27.8,27.25,27.8,12468607,6707000,2000,338618,57.41,122,56,44,52.67
28,2022-12-09,28.1,28.5,28.05,28.4,19083056,9778382,-272000,298058,57.41,122,56,44,52.67
29,2022-12-12,28.4,28.5,28.0,28.5,9654225,2883617,-288000,-186307,58.4,123,50,46,53.72
30,2022-12-13,28.55,29.0,28.55,28.9,21618033,7348903,1660000,89000,58.4,123,50,46,53.72
31,2022-12-14,29.0,29.15,28.7,29.15,17511067,7801330,41000,497000,58.4,123,50,46,53.72
32,2022-12-15,29.1,29.3,29.05,29.3,12080035,7801259,-98000,-170002,58.4,123,50,46,53.72
33,2022-12-16,28.8,30.0,28.8,30.0,46789197,11991651,7341000,167061,58.4,123,50,46,53.72
34,2022-12-19,29.8,30.5,29.4,30.5,46082682,8826600,7322000,392087,60.25,123,48,44,55.68
35,2022-12-20,30.45,30.6,29.85,30.1,37785509,5660191,6321000,350000,60.25,123,48,44,55.68
36,2022-12-21,30.1,30.35,29.85,30.05,25939561,7328333,644000,47000,60.25,123,48,44,55.68
37,2022-12-22,30.1,30.3,29.95,30.15,23468667,6681386,914000,26000,60.25,123,48,44,55.68
38,2022-12-23,30.0,30.1,29.5,29.9,12268268,1791600,2933000,-364000,60.25,123,48,44,55.68
39,2022-12-26,29.95,30.0,29.5,29.65,5688028,1343336,652000,-129000,60.41,125,45,44,55.88
40,2022-12-27,29.65,29.8,29.5,29.7,3177204,524621,439000,1000,60.41,125,45,44,55.88
41,2022-12-28,29.5,29.55,29.1,29.3,7652786,-801094,680000,-190000,60.41,125,45,44,55.88
42,2022-12-29,29.05,29.5,28.8,29.45,7845093,-663400,283000,213000,60.41,125,45,44,55.88
43,2022-12-30,29.4,29.6,29.2,29.4,6114688,141000,8000,-187000,60.41,125,45,44,55.88
44,2023-01-03,29.3,29.35,29.0,29.2,7761128,-1828678,580000,389980,60.52,126,45,48,55.86
45,2023-01-04,29.2,29.4,29.15,29.4,6796635,1357510,63000,88000,60.52,126,45,48,55.86
46,2023-01-05,29.45,29.6,29.3,29.5,6791486,1273337,44000,18906,60.52,126,45,48,55.86
47,2023-01-06,29.5,29.5,29.25,29.3,5420738,-834010,87000,-48020,60.52,126,45,48,55.86
48,2023-01-09,29.7,30.0,29.65,30.0,12511862,5915000,41000,303969,61.08,123,47,47,56.44
49,2023-01-10,30.15,30.3,30.0,30.15,12902233,5233000,143000,-76928,61.08,123,47,47,56.44
50,2023-01-11,30.15,30.3,30.1,30.3,11587907,7770650,5000,-48423,61.08,123,47,47,56.44
51,2023-01-12,30.3,30.3,30.0,30.1,6654932,161249,180000,4000,61.08,123,47,47,56.44
52,2023-01-13,30.15,30.3,30.1,30.2,6595757,3844350,150000,91201,61.08,123,47,47,56.44
53,2023-01-16,30.2,30.3,29.95,30.1,5742046,781290,269000,-1000,61.31,123,46,50,56.61
54,2023-01-17,30.1,30.2,30.05,30.2,7010484,2968854,-19000,-67000,61.31,123,46,50,56.61
55,2023-01-30,30.6,31.2,30.55,31.2,32325287,18177451,1756000,1115756,62.48,121,50,44,57.89
56,2023-01-31,31.2,31.5,31.05,31.5,30132052,8384342,825000,-11327,62.48,121,50,44,57.89
57,2023-02-01,31.5,31.55,31.25,31.4,9314489,275854,272000,-49000,62.48,121,50,44,57.89
58,2023-02-02,31.5,31.8,31.4,31.8,16393692,10126040,107000,116737,62.48,121,50,44,57.89
59,2023-02-03,31.9,31.95,31.65,31.95,10616710,4802561,120000,-90962,62.48,121,50,44,57.89
60,2023-02-06,31.75,31.95,31.65,31.95,8117982,2897535,301000,-674252,62.89,121,51,43,58.32
61,2023-02-07,31.95,31.95,31.8,31.95,6611670,1951398,149000,-42804,62.89,121,51,43,58.32
62,2023-02-08,31.95,31.95,31.85,31.9,6648270,1968000,-8000,-5787,62.89,121,51,43,58.32
63,2023-02-09,31.5,31.8,31.3,31.8,11778733,2776963,67000,-89062,62.89,121,51,43,58.32
64,2023-02-10,31.75,31.75,31.15,31.2,9130688,-482131,95000,-228047,62.89,121,51,43,58.32
65,2023-02-13,31.2,31.8,31.2,31.7,12692501,5898000,68000,-42570,63.14,126,47,48,58.41
66,2023-02-14,31.85,31.9,31.7,31.75,9832664,1526015,1017000,-37929,63.14,126,47,48,58.41
67,2023-02-15,31.8,31.8,31.5,31.8,7977005,1979000,-1134000,-67075,63.14,126,47,48,58.41
68,2023-02-16,31.8,31.85,31.5,31.5,7687042,-1667655,-177000,169000,63.14,126,47,48,58.41
69,2023-02-17,31.5,31.65,31.5,31.65,8970119,2313000,54000,29000,63.14,126,47,48,58.41
70,2023-02-20,31.7,31.8,31.6,31.7,3946941,762000,-73000,82101,63.34,130,53,47,58.46
71,2023-02-21,31.7,31.8,31.55,31.75,4548280,1135482,-801000,208000,63.34,130,53,47,58.46
72,2023-02-22,31.55,31.8,31.5,31.75,6517437,1682000,327000,68743,63.34,130,53,47,58.46
73,2023-02-23,31.75,32.3,31.75,32.2,18860700,7562713,55000,1139244,63.34,130,53,47,58.46
74,2023-02-24,32.3,33.25,32.3,33.15,35587557,11807685,307000,802165,63.34,130,53,47,58.46
75,2023-03-01,32.3,32.75,31.9,32.55,20435021,-4070654,293000,-520000,64.14,131,51,47,59.28
76,2023-03-02,32.5,32.5,32.05,32.35,8100637,5826,497000,-240000,64.14,131,51,47,59.28
77,2023-03-03,32.5,32.7,32.4,32.65,5277439,800350,489000,-132000,64.14,131,51,47,59.28
78,2023-03-06,32.7,32.9,32.55,32.85,6306316,1346303,973000,240000,64.97,132,48,46,60.19
79,2023-03-07,32.9,33.2,32.85,33.15,11520662,3843574,626000,114000,64.97,132,48,46,60.19
80,2023-03-08,33.15,33.9,33.05,33.8,25039908,12340294,2015000,440598,64.97,132,48,46,60.19
81,2023-03-09,33.8,34.0,33.5,33.95,19763552,43000,429000,-18000,64.97,132,48,46,60.19
82,2023-03-10,33.55,33.7,33.3,33.6,12132618,-194000,1627000,216127,64.97,132,48,46,60.19
83,2023-03-13,33.4,33.65,32.75,33.65,14991729,4647000,1230000,305000,65.86,132,50,47,61.0
84,2023-03-14,33.6,33.85,33.35,33.55,12615109,1471992,-164000,572278,65.86,132,50,47,61.0
85,2023-03-15,34.0,34.85,33.95,34.5,32787602,11743854,3393000,-783076,65.86,132,50,47,61.0
86,2023-03-16,34.6,34.75,34.3,34.55,16857153,2439741,1002000,-371000,65.86,132,50,47,61.0
87,2023-03-17,34.8,35.0,34.75,34.95,26075275,7381091,-1766522,499561,65.86,132,50,47,61.0
88,2023-03-20,35.0,35.9,35.0,35.9,28645100,11696800,482000,275062,68.36,137,53,46,63.37
89,2023-03-21,37.0,37.95,36.55,37.55,67075620,15936086,2926000,564788,68.36,137,53,46,63.37
90,2023-03-22,38.45,38.45,37.3,38.2,50786897,12494000,1577000,-324180,68.36,137,53,46,63.37
91,2023-03-23,38.2,39.8,37.85,39.65,79210133,6470000,946000,2605966,68.36,137,53,46,63.37
92,2023-03-24,40.2,40.35,38.65,40.0,69939632,10066719,110000,-358056,68.36,137,53,46,63.37
93,2023-03-27,40.0,41.35,39.85,41.2,68690410,-197677,1380000,1662888,70.2,144,52,49,65.03
94,2023-03-28,40.5,40.8,39.15,39.4,57050030,2998883,1654000,-625801,70.2,144,52,49,65.03
95,2023-03-29,39.9,40.1,38.75,39.55,50927826,12514645,655000,-1220783,70.2,144,52,49,65.03
96,2023-03-30,40.3,41.8,39.8,41.6,102042506,5634600,5458000,2831103,70.2,144,52,49,65.03
97,2023-03-31,41.4,41.95,41.25,41.85,59966473,-1269012,311000,-40174,70.2,144,52,49,65.03
98,2023-04-06,41.4,41.65,40.4,41.4,45711522,-821019,931000,651469,70.22,148,55,50,64.86
99,2023-04-07,41.5,41.55,40.35,40.6,32677868,2728275,-600000,-473669,70.22,148,55,50,64.86
100,2023-04-10,41.3,43.5,41.0,43.4,83815415,-90400,5465000,3619417,70.96,137,58,48,65.76
101,2023-04-11,43.55,43.95,42.8,43.45,41016327,-1991182,1811000,331152,70.96,137,58,48,65.76
