,MA,dealer,foreign,high_low_diff,investment,n_lags,ratio_over_1000_shares,ratio_over_400_shares,shareholders_400_to_600,shareholders_600_to_800,shareholders_800_to_1000,use_holidays,volume,weekly_seasonality,yearly_seasonality,RMSE,MAPE
2,0,3,1,5,1,1,0,0,0,5,0,True,10,False,True,18.2300968170166,2.089372065746222
1,0,3,1,5,1,1,0,0,0,0,5,True,10,False,True,18.359891891479492,2.0960705781451905
0,0,3,1,5,1,1,0,0,0,0,0,True,10,False,True,18.256244659423828,2.0965080293734033
16,0,3,1,5,1,1,5,0,0,0,0,True,10,False,True,18.371746063232422,2.1156253887562455
18,0,3,1,5,1,1,5,0,0,5,0,True,10,False,True,18.38932991027832,2.1164230006843114
3,0,3,1,5,1,1,0,0,0,5,5,True,10,False,True,18.41311264038086,2.127819959461531
4,0,3,1,5,1,1,0,0,5,0,0,True,10,False,True,18.23520278930664,2.131480309343531
17,0,3,1,5,1,1,5,0,0,0,5,True,10,False,True,18.51887321472168,2.150180294787322
5,0,3,1,5,1,1,0,0,5,0,5,True,10,False,True,18.298789978027344,2.154140830060779
12,0,3,1,5,1,1,0,5,5,0,0,True,10,False,True,18.722597122192383,2.1998726402133437
20,0,3,1,5,1,1,5,0,5,0,0,True,10,False,True,18.86296272277832,2.2212195961208905
6,0,3,1,5,1,1,0,0,5,5,0,True,10,False,True,19.075225830078125,2.2473594884383186
24,0,3,1,5,1,1,5,5,0,0,0,True,10,False,True,19.653255462646484,2.2658823273108397
8,0,3,1,5,1,1,0,5,0,0,0,True,10,False,True,19.585159301757812,2.2684407410731025
9,0,3,1,5,1,1,0,5,0,0,5,True,10,False,True,19.652721405029297,2.277120481847145
15,0,3,1,5,1,1,0,5,5,5,5,True,10,False,True,19.445186614990234,2.2832245342443094
10,0,3,1,5,1,1,0,5,0,5,0,True,10,False,True,20.25054931640625,2.3333851664355825
31,0,3,1,5,1,1,5,5,5,5,5,True,10,False,True,20.116409301757812,2.3639105581720528
23,0,3,1,5,1,1,5,0,5,5,5,True,10,False,True,19.681798934936523,2.3652465469729123
29,0,3,1,5,1,1,5,5,5,0,5,True,10,False,True,19.44610023498535,2.374435193665948
27,0,3,1,5,1,1,5,5,0,5,5,True,10,False,True,20.65146827697754,2.434202530418865
30,0,3,1,5,1,1,5,5,5,5,0,True,10,False,True,20.782747268676758,2.44370134994491
28,0,3,1,5,1,1,5,5,5,0,0,True,10,False,True,31.368144989013672,3.804968025454865
14,0,3,1,5,1,1,0,5,5,5,0,True,10,False,True,31.661828994750977,3.8633683816459325
13,0,3,1,5,1,1,0,5,5,0,5,True,10,False,True,32.47323226928711,4.027894462065629
21,0,3,1,5,1,1,5,0,5,0,5,True,10,False,True,35.34331512451172,4.368224947780231
26,0,3,1,5,1,1,5,5,0,5,0,True,10,False,True,35.21824264526367,4.422287305848309
25,0,3,1,5,1,1,5,5,0,0,5,True,10,False,True,35.206512451171875,4.44969531962753
22,0,3,1,5,1,1,5,0,5,5,0,True,10,False,True,39.98047637939453,4.982068079137029
19,0,3,1,5,1,1,5,0,0,5,5,True,10,False,True,40.8787956237793,5.141732894376376
11,0,3,1,5,1,1,0,5,0,5,5,True,10,False,True,41.70857620239258,5.298037359032682
7,0,3,1,5,1,1,0,0,5,5,5,True,10,False,True,46.39563751220703,5.924791148995125
