,MA,dealer,foreign,high_low_diff,investment,n_lags,use_holidays,volume,weekly_seasonality,yearly_seasonality,RMSE,MAPE
25,0,5,5,10,3,1,True,5,True,False,6.789783477783203,2.2767081441980013
18,0,5,1,10,1,1,True,5,True,False,6.774977684020996,2.285754748992296
24,0,5,5,10,1,1,True,5,True,False,6.7434563636779785,2.290988402135267
6,0,1,5,10,1,1,True,5,True,False,6.854743480682373,2.2948067530031127
10,0,3,1,10,3,1,True,5,True,False,6.895951747894287,2.299848473967268
12,0,3,3,10,1,1,True,5,True,False,6.887623310089111,2.301549614112763
22,0,5,3,10,3,1,True,5,True,False,6.74807071685791,2.3030238603641258
4,0,1,3,10,3,1,True,5,True,False,6.879343032836914,2.3060800613461594
19,0,5,1,10,3,1,True,5,True,False,6.768210411071777,2.3070358306114946
7,0,1,5,10,3,1,True,5,True,False,6.855267524719238,2.3074011576371714
16,0,3,5,10,3,1,True,5,True,False,6.811625957489014,2.307741703625948
15,0,3,5,10,1,1,True,5,True,False,6.828089714050293,2.3166772825442985
13,0,3,3,10,3,1,True,5,True,False,6.837758541107178,2.318994920841766
23,0,5,3,10,5,1,True,5,True,False,6.789846420288086,2.3211587535693536
17,0,3,5,10,5,1,True,5,True,False,6.834336280822754,2.328691663322826
21,0,5,3,10,1,1,True,5,True,False,6.765617370605469,2.3296008560739945
26,0,5,5,10,5,1,True,5,True,False,6.762455940246582,2.3296284087994867
8,0,1,5,10,5,1,True,5,True,False,6.8563408851623535,2.3404711266889975
2,0,1,1,10,5,1,True,5,True,False,6.892673492431641,2.3436865445826913
0,0,1,1,10,1,1,True,5,True,False,6.829117774963379,2.345296612627281
1,0,1,1,10,3,1,True,5,True,False,6.837228775024414,2.3462501255586035
20,0,5,1,10,5,1,True,5,True,False,6.758126258850098,2.346959223624504
9,0,3,1,10,1,1,True,5,True,False,6.813479423522949,2.3517569985624966
14,0,3,3,10,5,1,True,5,True,False,6.822370529174805,2.3647567375472733
3,0,1,3,10,1,1,True,5,True,False,6.857728004455566,2.365683377753488
5,0,1,3,10,5,1,True,5,True,False,6.872966766357422,2.3704179988973366
11,0,3,1,10,5,1,True,5,True,False,6.847635269165039,2.373389607651608
