,n_lags,use_holidays,weekly_seasonality,yearly_seasonality,RMSE,MAPE
1,1,True,True,False,6.752885341644287,2.3406848025424365
3,1,True,False,False,6.782217979431152,2.345108926417858
0,1,True,True,True,6.827324390411377,2.3559334749143077
25,3,True,True,False,6.87157678604126,2.368220335588799
2,1,True,False,True,6.820744037628174,2.3687368752549243
29,3,False,True,False,7.004221439361572,2.405112903414876
9,4,True,True,False,6.897610187530518,2.4152220853803903
4,1,False,True,True,7.119889736175537,2.4164796379259963
12,4,False,True,True,7.0257768630981445,2.4760875041207338
20,13,False,True,True,7.187033176422119,2.490110636397506
24,3,True,True,True,7.437047004699707,2.496450037440918
28,3,False,True,True,7.370996475219727,2.5114464200198925
31,3,False,False,False,7.579064846038818,2.6137162257976345
8,4,True,True,True,7.550282955169678,2.65738884115352
10,4,True,False,True,7.669160842895508,2.6576972413202333
7,1,False,False,False,7.910470008850098,2.7237638280788814
22,13,False,False,True,7.739369869232178,2.7420463182915378
30,3,False,False,True,8.190213203430176,2.8294475912806107
5,1,False,True,False,8.381209373474121,2.8845328253048526
18,13,True,False,True,8.269340515136719,2.9098631020281873
15,4,False,False,False,8.688755989074707,2.937115254909188
26,3,True,False,True,8.97143840789795,3.061487612420966
27,3,True,False,False,9.10236644744873,3.1228340895869495
13,4,False,True,False,9.323262214660645,3.2163605055112856
16,13,True,True,True,9.10848617553711,3.252238056867652
11,4,True,False,False,9.59910774230957,3.2784049103859023
21,13,False,True,False,9.345561027526855,3.285204715981635
14,4,False,False,True,10.034269332885742,3.467684124397545
23,13,False,False,False,9.90076732635498,3.556195829113972
17,13,True,True,False,11.200174331665039,3.994161945044598
6,1,False,False,True,14.159001350402832,5.091355772549775
19,13,True,False,False,15.741950988769531,5.787059576332776
