,MA,dealer,foreign,high_low_diff,investment,n_lags,ratio_over_1000_shares,ratio_over_400_shares,shareholders_400_to_600,shareholders_600_to_800,shareholders_800_to_1000,use_holidays,volume,weekly_seasonality,yearly_seasonality,RMSE,MAPE
14,0,5,5,10,3,1,0,5,5,5,0,True,5,True,False,6.789913654327393,2.2754906869272222
0,0,5,5,10,3,1,0,0,0,0,0,True,5,True,False,6.789783477783203,2.2767081441980013
4,0,5,5,10,3,1,0,0,5,0,0,True,5,True,False,6.822571277618408,2.290832185920468
6,0,5,5,10,3,1,0,0,5,5,0,True,5,True,False,6.826964378356934,2.29584718317469
13,0,5,5,10,3,1,0,5,5,0,5,True,5,True,False,6.839831829071045,2.2967818171289
2,0,5,5,10,3,1,0,0,0,5,0,True,5,True,False,6.847278594970703,2.298013164845848
20,0,5,5,10,3,1,5,0,5,0,0,True,5,True,False,6.749453067779541,2.2988124006322606
22,0,5,5,10,3,1,5,0,5,5,0,True,5,True,False,6.766090393066406,2.306060151341477
16,0,5,5,10,3,1,5,0,0,0,0,True,5,True,False,6.705633163452148,2.3077090037251833
28,0,5,5,10,3,1,5,5,5,0,0,True,5,True,False,6.828884124755859,2.3127660596683444
5,0,5,5,10,3,1,0,0,5,0,5,True,5,True,False,6.890875339508057,2.315909304032632
11,0,5,5,10,3,1,0,5,0,5,5,True,5,True,False,6.761955738067627,2.323035426994325
26,0,5,5,10,3,1,5,5,0,5,0,True,5,True,False,6.751145839691162,2.3321453470973053
21,0,5,5,10,3,1,5,0,5,0,5,True,5,True,False,6.902451038360596,2.338571169227917
19,0,5,5,10,3,1,5,0,0,5,5,True,5,True,False,6.834993362426758,2.3422613288980343
1,0,5,5,10,3,1,0,0,0,0,5,True,5,True,False,6.8216142654418945,2.3448157040988455
25,0,5,5,10,3,1,5,5,0,0,5,True,5,True,False,6.881497859954834,2.3452187861197094
3,0,5,5,10,3,1,0,0,0,5,5,True,5,True,False,6.922491073608398,2.3556782554152966
29,0,5,5,10,3,1,5,5,5,0,5,True,5,True,False,6.8234477043151855,2.3636512524891233
17,0,5,5,10,3,1,5,0,0,0,5,True,5,True,False,6.79574728012085,2.367639808816766
7,0,5,5,10,3,1,0,0,5,5,5,True,5,True,False,7.027805805206299,2.3715540709313325
18,0,5,5,10,3,1,5,0,0,5,0,True,5,True,False,6.909463405609131,2.3838043429294453
30,0,5,5,10,3,1,5,5,5,5,0,True,5,True,False,6.915724754333496,2.386852255999065
15,0,5,5,10,3,1,0,5,5,5,5,True,5,True,False,6.964515209197998,2.4099775315453758
31,0,5,5,10,3,1,5,5,5,5,5,True,5,True,False,7.037888526916504,2.4222788712708705
12,0,5,5,10,3,1,0,5,5,0,0,True,5,True,False,6.883335113525391,2.4225532011336326
23,0,5,5,10,3,1,5,0,5,5,5,True,5,True,False,7.05192232131958,2.4444139541995678
24,0,5,5,10,3,1,5,5,0,0,0,True,5,True,False,6.944095611572266,2.44514472704523
10,0,5,5,10,3,1,0,5,0,5,0,True,5,True,False,6.923498630523682,2.470923400927277
8,0,5,5,10,3,1,0,5,0,0,0,True,5,True,False,6.9426140785217285,2.4844946137341126
27,0,5,5,10,3,1,5,5,0,5,5,True,5,True,False,7.130126953125,2.4862341310546965
9,0,5,5,10,3,1,0,5,0,0,5,True,5,True,False,7.015461444854736,2.4984733857665957
