,MA,dealer,foreign,high_low_diff,investment,n_lags,ratio_over_1000_shares,ratio_over_400_shares,shareholders_400_to_600,shareholders_600_to_800,shareholders_800_to_1000,use_holidays,volume,weekly_seasonality,yearly_seasonality,RMSE,MAPE
6,0,3,5,0,3,1,0,0,5,5,0,False,5,True,True,96.04045104980469,2.5079930350792297
7,0,3,5,0,3,1,0,0,5,5,5,False,5,True,True,95.53213500976562,2.557387216877974
9,0,3,5,0,3,1,0,5,0,0,5,False,5,True,True,94.61750793457031,2.5634191911660036
13,0,3,5,0,3,1,0,5,5,0,5,False,5,True,True,95.5762710571289,2.570683311676078
12,0,3,5,0,3,1,0,5,5,0,0,False,5,True,True,94.8764877319336,2.5707431888665906
3,0,3,5,0,3,1,0,0,0,5,5,False,5,True,True,97.54680633544922,2.5726472506687936
0,0,3,5,0,3,1,0,0,0,0,0,False,5,True,True,96.76243591308594,2.579292870256221
20,0,3,5,0,3,1,5,0,5,0,0,False,5,True,True,96.67245483398438,2.585247483647367
22,0,3,5,0,3,1,5,0,5,5,0,False,5,True,True,94.7938003540039,2.622139840455588
21,0,3,5,0,3,1,5,0,5,0,5,False,5,True,True,95.97207641601562,2.6312770497698637
31,0,3,5,0,3,1,5,5,5,5,5,False,5,True,True,94.67802429199219,2.647148253186491
17,0,3,5,0,3,1,5,0,0,0,5,False,5,True,True,96.4994125366211,2.6473428019369636
14,0,3,5,0,3,1,0,5,5,5,0,False,5,True,True,95.02672576904297,2.6558626601982365
11,0,3,5,0,3,1,0,5,0,5,5,False,5,True,True,94.6426010131836,2.666412311730636
5,0,3,5,0,3,1,0,0,5,0,5,False,5,True,True,102.38821411132812,2.6714680854972306
23,0,3,5,0,3,1,5,0,5,5,5,False,5,True,True,96.07209777832031,2.675839296636886
18,0,3,5,0,3,1,5,0,0,5,0,False,5,True,True,96.95794677734375,2.68227101535989
10,0,3,5,0,3,1,0,5,0,5,0,False,5,True,True,96.75432586669922,2.720964266005898
19,0,3,5,0,3,1,5,0,0,5,5,False,5,True,True,97.83004760742188,2.751946423680882
15,0,3,5,0,3,1,0,5,5,5,5,False,5,True,True,97.99331665039062,2.792244949425319
28,0,3,5,0,3,1,5,5,5,0,0,False,5,True,True,96.48155212402344,2.7936181646751925
27,0,3,5,0,3,1,5,5,0,5,5,False,5,True,True,98.75260925292969,2.821113285965756
24,0,3,5,0,3,1,5,5,0,0,0,False,5,True,True,99.90140533447266,2.8776510463847966
30,0,3,5,0,3,1,5,5,5,5,0,False,5,True,True,101.67404174804688,2.9541306268128316
25,0,3,5,0,3,1,5,5,0,0,5,False,5,True,True,101.33372497558594,2.985947680390366
29,0,3,5,0,3,1,5,5,5,0,5,False,5,True,True,104.81431579589844,3.0857487612111667
26,0,3,5,0,3,1,5,5,0,5,0,False,5,True,True,106.2752456665039,3.140310371858475
2,0,3,5,0,3,1,0,0,0,5,0,False,5,True,True,130.97622680664062,3.7715759249922627
1,0,3,5,0,3,1,0,0,0,0,5,False,5,True,True,138.12957763671875,4.080458755410022
16,0,3,5,0,3,1,5,0,0,0,0,False,5,True,True,171.11062622070312,5.3569812746013845
4,0,3,5,0,3,1,0,0,5,0,0,False,5,True,True,208.51763916015625,6.285077550031342
8,0,3,5,0,3,1,0,5,0,0,0,False,5,True,True,210.13548278808594,6.703870499497479
